Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site
Pt,Tc,0.75,0.25,hollow
Ni,Ta,0.5,0.5,hollow
Pt,Tc,0.75,0.25,hollow
Rh,Cr,0.75,0.25,hollow
Rh,Cr,0.75,0.25,hollow
Cr,Cd,0.75,0.25,hollow
Au,Y,0.5,0.5,bridge
Cr,Cd,0.75,0.25,hollow
Hg,Mn,0.75,0.25,top
Ni,Ta,0.5,0.5,hollow
Au,Y,0.5,0.5,hollow
Ag,Au,0.5,0.5,hollow
Ni,Ta,0.5,0.5,hollow
Pt,Au,0.75,0.25,bridge
Ag,Au,0.5,0.5,hollow
Au,Y,0.5,0.5,top
Cr,La,0.5,0.5,top
Ir,La,0.5,0.5,bridge
Ir,La,0.5,0.5,top
Re,Os,0.75,0.25,hollow
Pd,Ti,0.75,0.25,hollow
Ru,Cu,0.75,0.25,hollow
Ag,Au,0.5,0.5,hollow
Au,Y,0.5,0.5,top
Pd,Au,0.75,0.25,hollow
Mo,Nb,0.75,0.25,hollow
Ru,Cu,0.75,0.25,hollow
Ag,Au,0.5,0.5,hollow
Cd,Zr,0.75,0.25,top
Ir,Ru,0.75,0.25,top
Cr,Cu,0.5,0.5,hollow
Pd,Au,0.75,0.25,hollow
Mo,Nb,0.75,0.25,hollow
Ru,Cu,0.75,0.25,hollow
Cr,Cu,0.5,0.5,hollow
Pd,Au,0.75,0.25,hollow
Ru,Cu,0.75,0.25,hollow
Cr,Cu,0.75,0.25,top
Ag,Au,0.5,0.5,top
Cd,Zr,0.75,0.25,top
Ir,Ru,0.75,0.25,top
Cr,La,0.5,0.5,top
Pd,Au,0.75,0.25,hollow
Ag,Au,0.5,0.5,top
Cr,Cu,0.5,0.5,hollow
Zr,Pd,0.75,0.25,hollow
Cr,Cu,0.5,0.5,hollow
Hf,Os,0.5,0.5,bridge
Zr,Pd,0.75,0.25,hollow
Co,La,0.75,0.25,top
Hf,Os,0.5,0.5,hollow
Ni,Rh,0.5,0.5,hollow
Ni,Rh,0.5,0.5,hollow
Hf,Os,0.5,0.5,top
Ni,Rh,0.5,0.5,hollow
Hf,Os,0.5,0.5,top
Hg,Sc,0.5,0.5,bridge
Au,W,0.5,0.5,bridge
Au,Fe,0.75,0.25,top
Au,W,0.5,0.5,hollow
Au,Fe,0.75,0.25,top
Au,W,0.5,0.5,top
Co,Os,0.75,0.25,hollow
Cr,Ru,0.75,0.25,hollow
Y,V,0.75,0.25,hollow
La,Ti,0.75,0.25,hollow
La,Ti,0.75,0.25,hollow
Re,Rh,0.5,0.5,hollow
Re,Rh,0.5,0.5,hollow
Co,Rh,0.75,0.25,hollow
Ta,Pd,0.75,0.25,hollow
Pd,V,0.75,0.25,hollow
Co,Rh,0.75,0.25,hollow
Ta,Pd,0.75,0.25,hollow
Re,Au,0.75,0.25,hollow
Pd,V,0.75,0.25,hollow
Co,Rh,0.75,0.25,hollow
Mo,Zn,0.75,0.25,hollow
Re,Au,0.75,0.25,hollow
Mo,Sc,0.75,0.25,hollow
Co,Rh,0.75,0.25,hollow
Mo,Sc,0.75,0.25,hollow
Re,Rh,0.5,0.5,hollow
Ti,Au,0.75,0.25,hollow
Ta,Pd,0.75,0.25,hollow
Re,Ru,0.75,0.25,hollow
Re,Rh,0.5,0.5,hollow
Ti,Au,0.75,0.25,hollow
Re,Ru,0.75,0.25,hollow
Hf,Cd,0.75,0.25,hollow
La,Hg,0.75,0.25,hollow
Re,Ru,0.75,0.25,hollow
La,Hg,0.75,0.25,hollow
Hg,Tc,0.75,0.25,hollow
Re,Ru,0.75,0.25,hollow
Ta,Ni,0.75,0.25,hollow
Hg,Tc,0.75,0.25,hollow
Mo,Ir,0.75,0.25,hollow
Au,Ti,0.75,0.25,hollow
Mo,Pd,0.75,0.25,hollow
Hg,Ti,0.75,0.25,hollow
Cd,Rh,0.75,0.25,hollow
Mo,Pd,0.75,0.25,hollow
Hg,Ti,0.75,0.25,hollow
Tc,Rh,0.75,0.25,hollow
Mo,Pd,0.75,0.25,hollow
Ir,Y,0.75,0.25,hollow
Ag,Re,0.75,0.25,top
Mo,Zr,0.75,0.25,hollow
Ir,Pt,0.75,0.25,hollow
Ir,Y,0.75,0.25,hollow
W,Nb,0.75,0.25,hollow
Re,Cu,0.75,0.25,hollow
Ir,Pt,0.75,0.25,hollow
V,Cr,0.75,0.25,hollow
Os,Cu,0.75,0.25,hollow
Nb,W,0.75,0.25,hollow
W,Nb,0.75,0.25,hollow
Re,Cu,0.75,0.25,hollow
Ir,Pt,0.75,0.25,hollow
V,Cr,0.75,0.25,hollow
Os,Cu,0.75,0.25,hollow
Cu,Cr,0.75,0.25,hollow
Au,Tc,0.75,0.25,hollow
Au,Tc,0.75,0.25,hollow
Au,Tc,0.75,0.25,hollow
Ag,Au,0.75,0.25,hollow
Cu,Ir,0.75,0.25,top
Pt,Ta,0.75,0.25,hollow
Ag,Au,0.75,0.25,hollow
Pt,Ta,0.75,0.25,hollow
Nb,Ag,0.75,0.25,hollow
Ag,Au,0.75,0.25,hollow
Re,W,0.75,0.25,top
Pt,Ta,0.75,0.25,hollow
Nb,Ag,0.75,0.25,hollow
Ag,Au,0.75,0.25,hollow
Re,W,0.75,0.25,top
Pd,Mo,0.75,0.25,top
Pt,Ta,0.75,0.25,hollow
Pd,Sc,0.75,0.25,hollow
Pd,Y,0.5,0.5,bridge
Re,Y,0.75,0.25,hollow
Ir,Zr,0.5,0.5,bridge
Pd,Y,0.5,0.5,bridge
Cu,Nb,0.5,0.5,hollow
Re,Y,0.75,0.25,hollow
Rh,W,0.75,0.25,hollow
Ir,Zr,0.5,0.5,hollow
Pd,Y,0.5,0.5,top
Cu,Nb,0.5,0.5,hollow
Re,Rh,0.75,0.25,hollow
Rh,W,0.75,0.25,hollow
Y,Ir,0.75,0.25,top
Ir,Zr,0.5,0.5,top
Cu,Nb,0.5,0.5,hollow
Hf,Nb,0.75,0.25,hollow
Re,Rh,0.75,0.25,hollow
Rh,W,0.75,0.25,hollow
Zn,Os,0.75,0.25,hollow
Cu,Nb,0.5,0.5,hollow
Hf,Nb,0.75,0.25,hollow
Re,Rh,0.75,0.25,hollow
Rh,W,0.75,0.25,hollow
Zn,Os,0.75,0.25,hollow
Cu,Nb,0.5,0.5,top
Re,Zr,0.75,0.25,hollow
W,Zn,0.75,0.25,hollow
Re,Zr,0.75,0.25,hollow
V,Nb,0.75,0.25,hollow
Re,Zr,0.75,0.25,hollow
Hg,Zn,0.75,0.25,hollow
Sc,La,0.75,0.25,hollow
V,Nb,0.75,0.25,hollow
Ir,W,0.75,0.25,hollow
Hg,Zn,0.75,0.25,hollow
Sc,La,0.75,0.25,hollow
La,Zr,0.75,0.25,top
Ir,W,0.75,0.25,hollow
Mo,Ru,0.75,0.25,hollow
Ti,Zn,0.75,0.25,hollow
Sc,La,0.75,0.25,hollow
Ir,W,0.75,0.25,hollow
Mo,Ru,0.75,0.25,hollow
Ti,Zn,0.75,0.25,hollow
Sc,La,0.75,0.25,hollow
Pt,Zn,0.5,0.5,bridge
Pd,Cu,0.75,0.25,hollow
Ir,W,0.75,0.25,hollow
Mo,Ru,0.75,0.25,hollow
Pd,Cu,0.75,0.25,hollow
Nb,Sc,0.75,0.25,hollow
Mo,Ru,0.75,0.25,hollow
Ag,Cd,0.5,0.5,hollow
W,Ag,0.75,0.25,top
Pd,Cu,0.75,0.25,hollow
Nb,Sc,0.75,0.25,hollow
Ag,Cd,0.5,0.5,hollow
Cu,Ta,0.5,0.5,bridge
Pd,Cu,0.75,0.25,hollow
Nb,Sc,0.75,0.25,hollow
Ag,Pd,0.75,0.25,hollow
Ag,Cd,0.5,0.5,hollow
Cu,Ta,0.5,0.5,hollow
Ti,La,0.75,0.25,hollow
Nb,Sc,0.75,0.25,hollow
Ag,Pd,0.75,0.25,hollow
Ag,Cd,0.5,0.5,hollow
Ag,Ta,0.75,0.25,top
Ti,La,0.75,0.25,hollow
Ag,Pd,0.75,0.25,hollow
W,Hf,0.75,0.25,top
Ir,Zr,0.75,0.25,hollow
Ag,Pd,0.75,0.25,hollow
Ag,Cd,0.5,0.5,top
Ir,Zr,0.75,0.25,hollow
Ag,Cd,0.5,0.5,top
Cu,Ta,0.5,0.5,hollow
Os,Ir,0.75,0.25,hollow
Cu,Ta,0.5,0.5,hollow
Au,Pt,0.5,0.5,bridge
Os,Ir,0.75,0.25,hollow
Au,Zr,0.75,0.25,hollow
Hf,Os,0.75,0.25,top
Cu,Ta,0.5,0.5,top
Au,Pt,0.5,0.5,top
Os,Ir,0.75,0.25,hollow
Au,Zr,0.75,0.25,hollow
Au,Zr,0.75,0.25,hollow
Au,Zr,0.75,0.25,hollow
Mn,Nb,0.5,0.5,bridge
Hf,Zn,0.75,0.25,hollow
W,Hf,0.75,0.25,top
Mn,Nb,0.5,0.5,hollow
Mo,Ti,0.5,0.5,hollow
Ru,W,0.75,0.25,hollow
Hf,Zn,0.75,0.25,hollow
Mo,Ti,0.5,0.5,hollow
Ru,W,0.75,0.25,hollow
Ru,W,0.75,0.25,hollow
La,Hf,0.75,0.25,top
Ag,W,0.75,0.25,top
Nb,Re,0.75,0.25,top
Ru,W,0.75,0.25,hollow
Au,Y,0.75,0.25,hollow
Au,Mn,0.75,0.25,top
Ni,Pt,0.75,0.25,top
Au,Y,0.75,0.25,hollow
Au,Mn,0.75,0.25,top
Au,Y,0.75,0.25,hollow
Au,Y,0.75,0.25,hollow
Hg,W,0.75,0.25,top
Hg,W,0.75,0.25,top
Pd,Tc,0.5,0.5,hollow
V,Ag,0.75,0.25,hollow
Au,La,0.75,0.25,top
Pd,Tc,0.5,0.5,hollow
Cd,La,0.75,0.25,top
Au,La,0.75,0.25,top
Pd,Tc,0.5,0.5,hollow
Cd,La,0.75,0.25,top
Pd,Tc,0.5,0.5,hollow
Rh,V,0.75,0.25,hollow
Hg,Zr,0.75,0.25,hollow
Zr,Ag,0.75,0.25,hollow
Rh,V,0.75,0.25,hollow
Cu,Nb,0.75,0.25,top
Ni,Cd,0.75,0.25,hollow
Rh,V,0.75,0.25,hollow
Ni,Nb,0.75,0.25,top
Rh,V,0.75,0.25,hollow
Cd,Ag,0.75,0.25,top
Ta,Y,0.75,0.25,bridge
Cu,Sc,0.75,0.25,hollow
Cd,Ag,0.75,0.25,top
Cd,Ru,0.75,0.25,hollow
Rh,V,0.5,0.5,hollow
Ir,V,0.75,0.25,hollow
Cd,Ru,0.75,0.25,hollow
Co,Hf,0.75,0.25,top
Ir,Ni,0.75,0.25,top
Zn,Cu,0.75,0.25,top
Rh,V,0.5,0.5,hollow
Ir,V,0.75,0.25,hollow
Ir,Ni,0.75,0.25,top
Rh,V,0.5,0.5,hollow
Pt,Nb,0.75,0.25,top
Mo,Y,0.5,0.5,bridge
Ir,V,0.75,0.25,hollow
Rh,V,0.5,0.5,hollow
Ir,V,0.75,0.25,hollow
Pt,Nb,0.75,0.25,top
Tc,Ti,0.5,0.5,hollow
Ag,Hg,0.5,0.5,hollow
Tc,Ti,0.5,0.5,top
Ag,Hg,0.5,0.5,hollow
Mo,Y,0.5,0.5,top
Tc,Ti,0.5,0.5,top
Ag,Hg,0.5,0.5,top
Mo,Y,0.5,0.5,top
Ag,Hg,0.5,0.5,top
Ta,La,0.75,0.25,bridge
Ag,La,0.5,0.5,~
Ag,Hf,0.5,0.5,bridge
Ag,Hf,0.5,0.5,hollow
Cu,V,0.75,0.25,hollow
V,Hg,0.75,0.25,hollow
Ag,Hf,0.5,0.5,hollow
Ag,Re,0.5,0.5,bridge
Ag,La,0.5,0.5,bridge
V,Hg,0.75,0.25,hollow
Ag,Re,0.5,0.5,hollow
Ag,La,0.5,0.5,top
Rh,Hg,0.75,0.25,hollow
Hg,Cr,0.75,0.25,hollow
Ru,Cr,0.75,0.25,hollow
Ti,Y,0.75,0.25,hollow
Co,Zr,0.75,0.25,hollow
Hg,Cr,0.75,0.25,hollow
Ni,Ta,0.75,0.25,hollow
Hf,Pd,0.75,0.25,top
Mo,Pt,0.75,0.25,hollow
Pt,Cr,0.75,0.25,hollow
Zn,Ti,0.75,0.25,hollow
Co,Nb,0.75,0.25,hollow
Cu,Hg,0.75,0.25,hollow
Pt,Cr,0.75,0.25,hollow
Pt,Cd,0.75,0.25,hollow
Ir,Re,0.75,0.25,hollow
Cu,Hg,0.75,0.25,hollow
Pt,Cr,0.75,0.25,hollow
Ag,Hf,0.5,0.5,top
Ir,Re,0.75,0.25,hollow
Tc,Pd,0.75,0.25,hollow
Ag,Re,0.5,0.5,hollow
Ag,La,0.5,0.5,top
Ir,Re,0.75,0.25,hollow
Re,Ir,0.75,0.25,hollow
Tc,Pd,0.75,0.25,hollow
Co,Ru,0.75,0.25,top
Ir,Mo,0.75,0.25,top
Ir,Re,0.75,0.25,hollow
Tc,Pd,0.75,0.25,hollow
Co,Ru,0.75,0.25,top
Ag,Re,0.5,0.5,top
Ir,Mo,0.75,0.25,top
Cd,Ir,0.5,0.5,bridge
Y,Zn,0.75,0.25,hollow
Cd,Hf,0.5,0.5,bridge
Cd,Ir,0.5,0.5,top
Cd,Hf,0.5,0.5,hollow
Ir,Ni,0.5,0.5,bridge
Ir,Ni,0.5,0.5,hollow
Os,Ru,0.5,0.5,hollow
Co,Ir,0.75,0.25,top
Ir,Ni,0.5,0.5,hollow
Tc,Sc,0.75,0.25,hollow
Os,Ag,0.75,0.25,hollow
Tc,Sc,0.75,0.25,hollow
Pd,Rh,0.75,0.25,hollow
Os,Ru,0.5,0.5,hollow
Os,Ag,0.75,0.25,hollow
Tc,Sc,0.75,0.25,hollow
Pd,Rh,0.75,0.25,hollow
Y,Cr,0.75,0.25,hollow
Tc,Sc,0.75,0.25,hollow
Pd,Rh,0.75,0.25,hollow
Au,Pt,0.75,0.25,hollow
Pt,Mo,0.75,0.25,hollow
Au,Pt,0.75,0.25,hollow
Os,Ru,0.5,0.5,hollow
Pt,Mo,0.75,0.25,hollow
Hg,Y,0.75,0.25,hollow
Pt,Mo,0.75,0.25,hollow
Y,Hg,0.75,0.25,hollow
Hg,Y,0.75,0.25,hollow
Pt,Mo,0.75,0.25,hollow
Y,Hg,0.75,0.25,hollow
Cu,Ag,0.75,0.25,hollow
Hg,Y,0.75,0.25,hollow
Os,Ru,0.5,0.5,hollow
Cu,Ag,0.75,0.25,hollow
Ir,Ni,0.5,0.5,hollow
Cu,Ag,0.75,0.25,hollow
Ir,Ni,0.5,0.5,hollow
Os,W,0.75,0.25,hollow
Cu,Ag,0.75,0.25,hollow
Re,Co,0.75,0.25,hollow
Os,W,0.75,0.25,hollow
Re,Co,0.75,0.25,hollow
Ta,Tc,0.5,0.5,hollow
Ta,Tc,0.5,0.5,top
Os,W,0.75,0.25,hollow
Re,Co,0.75,0.25,hollow
Ta,Tc,0.5,0.5,hollow
Os,W,0.75,0.25,hollow
Zr,Re,0.75,0.25,hollow
Re,Co,0.75,0.25,hollow
Ta,Tc,0.5,0.5,top
Ag,Cr,0.75,0.25,top
Re,Hg,0.75,0.25,hollow
W,Cd,0.75,0.25,hollow
Ag,Sc,0.5,0.5,~
Ru,Ti,0.5,0.5,hollow
Ag,Sc,0.5,0.5,bridge
Hf,Pd,0.5,0.5,bridge
Ru,Ti,0.5,0.5,hollow
W,Sc,0.75,0.25,bridge
Hg,Ni,0.5,0.5,top
Ag,Sc,0.5,0.5,top
Co,Ru,0.5,0.5,hollow
Hg,Ni,0.5,0.5,top
Pt,Ta,0.5,0.5,hollow
Ru,Ti,0.5,0.5,top
Nb,Pd,0.75,0.25,hollow
Co,Ru,0.5,0.5,hollow
Hg,Os,0.75,0.25,hollow
Nb,Pd,0.75,0.25,hollow
Co,Ru,0.5,0.5,hollow
Ir,Mn,0.5,0.5,bridge
Pt,Ta,0.5,0.5,hollow
Hg,Os,0.75,0.25,hollow
Co,Ru,0.5,0.5,hollow
Mo,Cr,0.75,0.25,top
Cr,Au,0.75,0.25,hollow
Ir,Mn,0.5,0.5,hollow
Pt,Ta,0.5,0.5,hollow
Ir,Mn,0.5,0.5,hollow
Cu,Fe,0.75,0.25,top
Hf,Ta,0.5,0.5,hollow
Ir,Mn,0.5,0.5,top
Pt,Ta,0.5,0.5,hollow
Hf,Ta,0.5,0.5,hollow
Hf,Pd,0.5,0.5,hollow
Os,Pt,0.5,0.5,bridge
Pt,W,0.75,0.25,top
Hf,Ta,0.5,0.5,hollow
La,Mo,0.75,0.25,top
Os,Pt,0.5,0.5,hollow
Re,V,0.5,0.5,hollow
Sc,V,0.5,0.5,bridge
Pt,W,0.75,0.25,top
Os,Pt,0.5,0.5,top
Re,V,0.5,0.5,hollow
Zn,Ag,0.75,0.25,bridge
Sc,V,0.5,0.5,hollow
Cr,Mo,0.75,0.25,hollow
Ir,Rh,0.5,0.5,hollow
Sc,V,0.5,0.5,hollow
Hf,Ta,0.5,0.5,hollow
Cr,Mo,0.75,0.25,hollow
Re,Hf,0.75,0.25,hollow
Ir,Rh,0.5,0.5,hollow
Sc,V,0.5,0.5,hollow
Re,Hf,0.75,0.25,hollow
Ir,Rh,0.5,0.5,hollow
Re,Hf,0.75,0.25,hollow
Ir,Rh,0.5,0.5,top
Hg,Zr,0.5,0.5,bridge
Co,Au,0.75,0.25,hollow
Co,Ag,0.75,0.25,top
Hg,Zr,0.5,0.5,hollow
Co,Au,0.75,0.25,hollow
Zn,Nb,0.75,0.25,top
Pt,Y,0.75,0.25,top
Co,Ag,0.75,0.25,top
Pd,Pt,0.75,0.25,hollow
Zn,Nb,0.75,0.25,top
Ru,Pt,0.75,0.25,hollow
Pd,Pt,0.75,0.25,hollow
Pt,Y,0.75,0.25,top
Ru,Pt,0.75,0.25,hollow
Pd,Pt,0.75,0.25,hollow
Hf,Ni,0.75,0.25,hollow
Ru,Pt,0.75,0.25,hollow
Pd,Pt,0.75,0.25,hollow
W,Os,0.75,0.25,hollow
Ir,Sc,0.75,0.25,hollow
Hf,Nb,0.5,0.5,hollow
Fe,Zn,0.5,0.5,hollow
Ru,Pt,0.75,0.25,hollow
Os,Ti,0.75,0.25,hollow
Ir,Sc,0.75,0.25,hollow
Hf,Nb,0.5,0.5,hollow
Nb,Ru,0.5,0.5,hollow
Fe,Zn,0.5,0.5,hollow
Hf,Nb,0.5,0.5,hollow
Nb,Ru,0.5,0.5,hollow
Rh,W,0.5,0.5,hollow
Fe,Zn,0.5,0.5,hollow
Hf,Nb,0.5,0.5,hollow
Rh,W,0.5,0.5,hollow
Fe,Zn,0.5,0.5,top
Cu,Zn,0.5,0.5,hollow
La,Ir,0.75,0.25,top
Rh,W,0.5,0.5,hollow
Cu,Zn,0.5,0.5,hollow
Rh,W,0.5,0.5,hollow
Os,Zn,0.5,0.5,bridge
Cu,Zn,0.5,0.5,hollow
Cr,Os,0.5,0.5,hollow
Cu,Rh,0.75,0.25,hollow
Zn,Cd,0.75,0.25,hollow
Cu,Pd,0.75,0.25,hollow
Ta,V,0.75,0.25,hollow
Ag,Ru,0.75,0.25,hollow
Cu,Rh,0.75,0.25,hollow
Zn,Cd,0.75,0.25,hollow
Cu,Pd,0.75,0.25,hollow
Ta,V,0.75,0.25,hollow
Ag,Ru,0.75,0.25,hollow
Cu,Rh,0.75,0.25,hollow
Cu,Pd,0.75,0.25,hollow
Ag,Ru,0.75,0.25,hollow
Co,Ta,0.75,0.25,hollow
Hg,Cd,0.75,0.25,hollow
Ir,Ti,0.75,0.25,hollow
La,Ta,0.75,0.25,hollow
Cu,Rh,0.75,0.25,hollow
Cu,Pd,0.75,0.25,hollow
Ag,Ru,0.75,0.25,hollow
Y,Mo,0.75,0.25,hollow
Ir,Ti,0.75,0.25,hollow
La,Ta,0.75,0.25,hollow
Ta,V,0.75,0.25,hollow
Ir,Ti,0.75,0.25,hollow
Ta,V,0.75,0.25,hollow
Ir,Ti,0.75,0.25,hollow
Ir,Mn,0.75,0.25,hollow
Ir,Mn,0.75,0.25,hollow
Ag,Rh,0.75,0.25,top
Ir,Mn,0.75,0.25,hollow
Ir,Mn,0.75,0.25,hollow
Mo,Nb,0.5,0.5,hollow
Os,Zn,0.5,0.5,hollow
Mo,Nb,0.5,0.5,hollow
Cu,Zn,0.5,0.5,hollow
Mo,Nb,0.5,0.5,hollow
Sc,Nb,0.75,0.25,hollow
Pd,Nb,0.75,0.25,hollow
Re,La,0.75,0.25,hollow
Re,Mo,0.75,0.25,hollow
Pd,Nb,0.75,0.25,hollow
Pd,Nb,0.75,0.25,hollow
Re,La,0.75,0.25,hollow
Cd,Ta,0.75,0.25,top
Re,Mo,0.75,0.25,hollow
Pd,Nb,0.75,0.25,hollow
Hf,Hg,0.5,0.5,bridge
Mo,Nb,0.5,0.5,hollow
Cd,Ta,0.75,0.25,top
Hf,Rh,0.5,0.5,hollow
Cu,Zn,0.5,0.5,top
Re,Mo,0.75,0.25,hollow
Pd,Ru,0.75,0.25,hollow
Pt,Re,0.75,0.25,hollow
Ta,Tc,0.75,0.25,hollow
Mo,Ta,0.75,0.25,hollow
Re,Mo,0.75,0.25,hollow
Nb,Mn,0.75,0.25,hollow
Zn,W,0.75,0.25,hollow
Pd,Ru,0.75,0.25,hollow
Pt,Re,0.75,0.25,hollow
Mo,Ta,0.75,0.25,hollow
Zn,W,0.75,0.25,hollow
Pd,Ru,0.75,0.25,hollow
Mo,Ta,0.75,0.25,hollow
Zn,W,0.75,0.25,hollow
Pd,Ru,0.75,0.25,hollow
Mo,Nb,0.5,0.5,top
Zn,W,0.75,0.25,hollow
Pt,Re,0.75,0.25,hollow
Tc,Ta,0.75,0.25,hollow
Hf,Rh,0.5,0.5,hollow
Pt,Re,0.75,0.25,hollow
Cu,Re,0.75,0.25,hollow
Tc,Ta,0.75,0.25,hollow
V,Hf,0.75,0.25,hollow
Cu,Re,0.75,0.25,hollow
Tc,Ta,0.75,0.25,hollow
V,Hf,0.75,0.25,hollow
Cu,Re,0.75,0.25,hollow
Tc,Ta,0.75,0.25,hollow
V,Hf,0.75,0.25,hollow
Rh,Ta,0.5,0.5,hollow
Hf,Rh,0.5,0.5,hollow
Cu,Zn,0.5,0.5,top
Cu,Re,0.75,0.25,hollow
Ag,Mo,0.75,0.25,hollow
Rh,Ta,0.5,0.5,hollow
Ag,Mo,0.75,0.25,hollow
Rh,Ta,0.5,0.5,hollow
Pd,Rh,0.5,0.5,hollow
Cr,Os,0.5,0.5,hollow
Ag,Mo,0.75,0.25,hollow
Rh,Ta,0.5,0.5,hollow
Fe,La,0.75,0.25,top
Pd,Rh,0.5,0.5,hollow
Ag,Mo,0.75,0.25,hollow
Fe,Hf,0.5,0.5,bridge
Pt,Y,0.5,0.5,bridge
Ru,Zn,0.5,0.5,top
Fe,Hf,0.5,0.5,hollow
Pt,Y,0.5,0.5,hollow
Mo,Zr,0.5,0.5,bridge
Cd,Mn,0.5,0.5,bridge
Fe,Hf,0.75,0.25,hollow
Ag,Nb,0.75,0.25,hollow
Zr,Hg,0.75,0.25,hollow
Hf,Mo,0.75,0.25,hollow
Hf,Mo,0.75,0.25,hollow
Co,Zn,0.75,0.25,hollow
Co,Cu,0.75,0.25,hollow
Ag,Nb,0.75,0.25,hollow
Zr,Hg,0.75,0.25,hollow
Hf,Mo,0.75,0.25,hollow
Co,Cu,0.75,0.25,hollow
Hf,Ag,0.75,0.25,hollow
Ag,Nb,0.75,0.25,hollow
Hf,Mo,0.75,0.25,hollow
Co,Cu,0.75,0.25,hollow
Hf,Ag,0.75,0.25,hollow
Mo,Rh,0.75,0.25,hollow
Tc,Ti,0.75,0.25,hollow
Ag,Nb,0.75,0.25,hollow
Co,Cu,0.75,0.25,hollow
Pd,Zn,0.75,0.25,hollow
Tc,Ti,0.75,0.25,hollow
Tc,Ti,0.75,0.25,hollow
W,Fe,0.75,0.25,top
Tc,Ti,0.75,0.25,hollow
Cr,Ta,0.5,0.5,hollow
Cr,Ta,0.5,0.5,top
Re,Cd,0.75,0.25,bridge
Cr,Ta,0.5,0.5,hollow
Ta,Ir,0.75,0.25,hollow
Mn,Zn,0.5,0.5,hollow
Tc,Pt,0.75,0.25,top
Cr,Ta,0.5,0.5,top
Pd,La,0.75,0.25,top
Fe,Hf,0.5,0.5,top
Rh,La,0.75,0.25,hollow
W,Mo,0.75,0.25,top
Mn,Zn,0.5,0.5,hollow
Cu,W,0.5,0.5,bridge
Fe,Hf,0.5,0.5,top
Rh,La,0.75,0.25,hollow
W,Mo,0.75,0.25,top
Cu,W,0.5,0.5,hollow
Mo,Zr,0.5,0.5,hollow
Cu,W,0.5,0.5,hollow
Os,Pd,0.5,0.5,hollow
W,Ni,0.75,0.25,top
Os,Pd,0.5,0.5,hollow
Mn,Zn,0.5,0.5,top
Os,Pd,0.5,0.5,hollow
Au,Ta,0.5,0.5,bridge
Hf,Cu,0.75,0.25,hollow
Mo,Os,0.75,0.25,top
Ta,V,0.5,0.5,hollow
Ag,Cu,0.75,0.25,hollow
Ag,Pt,0.5,0.5,bridge
Ta,V,0.5,0.5,hollow
Au,Ta,0.5,0.5,hollow
Mo,Zr,0.5,0.5,top
Ag,Cu,0.75,0.25,hollow
Zn,Pd,0.75,0.25,hollow
Zn,Pd,0.75,0.25,hollow
Fe,Sc,0.75,0.25,hollow
Ag,Cu,0.75,0.25,hollow
Zn,Pd,0.75,0.25,hollow
Ag,Sc,0.75,0.25,hollow
Ag,Cu,0.75,0.25,hollow
Zn,Pd,0.75,0.25,hollow
Co,Tc,0.75,0.25,hollow
Ag,Sc,0.75,0.25,hollow
Ta,V,0.5,0.5,top
Ru,Ta,0.75,0.25,top
Au,Ta,0.5,0.5,top
Cr,Rh,0.5,0.5,hollow
Os,Rh,0.5,0.5,hollow
Au,Cd,0.75,0.25,hollow
Mo,Mn,0.75,0.25,hollow
Cr,Rh,0.5,0.5,hollow
W,Mn,0.75,0.25,top
La,Y,0.5,0.5,hollow
Cu,Mn,0.5,0.5,hollow
Hg,Rh,0.5,0.5,bridge
Os,Rh,0.5,0.5,hollow
Au,Cd,0.75,0.25,hollow
Cr,Rh,0.5,0.5,hollow
Cd,V,0.75,0.25,top
La,Y,0.5,0.5,hollow
Cu,Mn,0.5,0.5,hollow
Hg,Rh,0.5,0.5,top
Os,Rh,0.5,0.5,hollow
Cr,Rh,0.5,0.5,hollow
Y,Sc,0.75,0.25,top
Hf,Sc,0.5,0.5,top
La,Y,0.5,0.5,hollow
Cu,Mn,0.5,0.5,hollow
Hg,Rh,0.5,0.5,top
Hf,Sc,0.5,0.5,hollow
Cd,V,0.75,0.25,top
La,Y,0.5,0.5,hollow
Cu,Mn,0.5,0.5,top
Ag,Pt,0.5,0.5,top
Hf,Sc,0.5,0.5,hollow
Cu,Y,0.75,0.25,bridge
Cu,Mn,0.5,0.5,top
Hf,Sc,0.5,0.5,hollow
Hg,Nb,0.75,0.25,top
Hf,Sc,0.5,0.5,hollow
Cu,Y,0.75,0.25,top
La,V,0.75,0.25,top
Tc,V,0.5,0.5,hollow
Cu,Y,0.75,0.25,top
Tc,V,0.5,0.5,hollow
La,Mn,0.75,0.25,top
La,W,0.75,0.25,top
Os,Sc,0.5,0.5,hollow
Zr,Cu,0.75,0.25,top
Os,Sc,0.5,0.5,bridge
Ni,V,0.75,0.25,top
Zn,La,0.75,0.25,top
Tc,V,0.5,0.5,top
Zn,La,0.75,0.25,top
Cu,Hf,0.5,0.5,bridge
Cu,Hf,0.5,0.5,top
Cd,Rh,0.75,0.25,top
Cu,Hf,0.5,0.5,~
Tc,V,0.5,0.5,top
Mo,Ti,0.75,0.25,hollow
Cu,Sc,0.5,0.5,hollow
Mo,Ti,0.75,0.25,hollow
Rh,Pd,0.75,0.25,hollow
Cr,Rh,0.75,0.25,top
Hg,Pt,0.75,0.25,top
Y,La,0.75,0.25,hollow
Mo,Ti,0.75,0.25,hollow
