Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site,ads_energy
La,Hg,0.75,0.25,1,0.5893777577412322
Pd,Ru,0.5,0.5,3,-0.15122182355750624
Cr,Ru,0.5,0.5,3,-0.4691488841553735
Pd,Ru,0.5,0.5,3,-0.2790885245585457
Cr,Ru,0.5,0.5,1,0.28824134554182024
Ir,Sc,0.5,0.5,2,-0.4325411373601753
La,Pd,0.75,0.25,3,-0.6983046553604879
Cu,Ir,0.75,0.25,3,-0.04332827835511921
La,Pd,0.75,0.25,3,-0.6841004489606064
Cd,Mo,0.75,0.25,3,1.0224489728398396
Cu,Ir,0.75,0.25,3,0.3816584345413787
Pd,Ru,0.5,0.5,3,-0.40091212135573073
Cd,Mo,0.75,0.25,3,1.0344164034404741
Cu,Ir,0.75,0.25,3,-0.38196292995323233
Pd,Ru,0.5,0.5,3,-0.3251428393586764
Cu,Ir,0.75,0.25,3,-0.44230893565597285
Au,Pd,0.75,0.25,3,0.3007462010400843
Au,Pd,0.75,0.25,3,0.5070302598406045
Cu,Mo,0.75,0.25,1,-0.04525375585851066
Au,Pd,0.75,0.25,3,0.1715285908403814
Nb,Pd,0.5,0.5,3,-0.6017484611574844
Tc,Zr,0.5,0.5,2,-0.7387073017589216
Os,Re,0.5,0.5,3,-0.34637615425796753
Au,Pd,0.75,0.25,3,0.17521097144074815
Pd,Re,0.5,0.5,2,-0.5346972982578961
Nb,Pd,0.5,0.5,3,-0.6374099320591711
Tc,Zr,0.5,0.5,3,-0.9086985855601313
Ag,Re,0.75,0.25,3,0.8844803177426286
Ag,Re,0.75,0.25,3,-0.6347889315574946
Mo,La,0.75,0.25,3,-0.3336791864594204
V,Au,0.75,0.25,3,-1.004488098958035
Mo,La,0.75,0.25,3,-0.5860508940595253
Re,Pd,0.75,0.25,3,-0.569126093559106
V,Au,0.75,0.25,3,-1.020260497359203
Cu,Ti,0.75,0.25,3,-0.08868162785708478
Re,Pd,0.75,0.25,3,-0.7395368407587455
Pd,Re,0.5,0.5,3,-0.23396007705648003
Cu,Ti,0.75,0.25,3,0.3270836912425068
Pd,Re,0.5,0.5,3,-0.3084338250582448
Ag,Re,0.75,0.25,3,0.2998059115425633
Cu,Ti,0.75,0.25,3,-0.15466297515283145
Re,W,0.75,0.25,3,-0.6506101743570696
Cu,Ti,0.75,0.25,3,-0.3270285881580719
Re,W,0.75,0.25,3,-0.6318264282590178
Re,W,0.75,0.25,3,-0.6836473794564597
Re,W,0.75,0.25,3,-0.6695246712579035
Pd,Mo,0.75,0.25,3,0.05273321293955746
Pd,Mo,0.75,0.25,3,-0.06979978475916937
Nb,Ni,0.5,0.5,3,-0.6615400348591436
Pd,Mo,0.75,0.25,3,-0.27561363076071643
Re,Ag,0.75,0.25,3,-0.2897540263574854
Re,Ag,0.75,0.25,3,-0.6690813977611185
Nb,Cu,0.75,0.25,3,-1.026397208660427
La,Zr,0.75,0.25,3,-0.5370486339588467
W,Hf,0.75,0.25,3,-0.5591211479577112
Nb,Cu,0.75,0.25,3,-0.5847835238591585
La,Zr,0.75,0.25,3,-0.6985364963574909
W,Hf,0.75,0.25,3,-0.8350277092567637
Y,Ti,0.75,0.25,1,-0.12132032225687794
Ta,Pt,0.75,0.25,3,-1.0345770866578903
La,Zr,0.75,0.25,3,-0.7731235797573106
Sc,Zn,0.5,0.5,0,-0.15158754456112433
Cr,Ti,0.75,0.25,1,0.3331447549435609
Ta,Pt,0.75,0.25,3,-0.984730049257422
La,Zr,0.75,0.25,3,-0.7775393071596852
Sc,Zn,0.5,0.5,3,-0.7132581270625167
Nb,Ni,0.5,0.5,3,-0.4809318215547762
Nb,Pd,0.5,0.5,2,-0.6175227642588368
Nb,Pd,0.5,0.5,3,-0.2887058439582404
Ta,Pt,0.75,0.25,3,-0.5459301575565121
Zn,Ir,0.75,0.25,1,-0.39388845495611235
Sc,Zn,0.5,0.5,1,0.43695795314218344
Nb,Pd,0.5,0.5,3,-0.26375354915850835
Os,Re,0.5,0.5,3,-0.45477814415696116
Ti,Cr,0.75,0.25,3,-0.8710890515567087
Ag,W,0.75,0.25,3,0.2693488899394936
La,Hf,0.75,0.25,3,-0.5230011652592736
La,Hf,0.75,0.25,3,-0.682579332659742
Ta,Y,0.75,0.25,3,-0.5688791502570609
Co,Ru,0.75,0.25,3,-0.35497862505778244
Ni,Pt,0.75,0.25,3,-0.3387032243544752
La,Hf,0.75,0.25,3,-0.8007995980578642
Ta,Y,0.75,0.25,3,-0.7306637526553175
Co,Hf,0.75,0.25,3,-0.6377591901609492
Co,Ru,0.75,0.25,3,-0.25463651105289387
La,Hf,0.75,0.25,3,-0.7831666212577773
Co,Ru,0.75,0.25,3,-0.3727363660572962
W,Sc,0.75,0.25,3,-0.845586814760253
Ni,Nb,0.75,0.25,3,-0.369979988957283
Hf,Hg,0.75,0.25,3,-1.1037337303559696
W,Sc,0.75,0.25,3,-0.46812179045716107
Rh,Re,0.75,0.25,3,-0.10494886525972902
Hf,Hg,0.75,0.25,3,-1.0712819781574296
W,Sc,0.75,0.25,3,-0.6682933561596371
Rh,Re,0.75,0.25,3,-0.27187669145766336
Rh,Re,0.75,0.25,3,-0.3642356657573771
Pt,Ag,0.75,0.25,3,-0.2664416256584161
Pt,Ag,0.75,0.25,3,-0.3025258254556036
Rh,Re,0.75,0.25,3,-0.31924640455960684
La,Ag,0.75,0.25,3,-0.7339733372600392
Os,Zr,0.75,0.25,3,-0.5269778368592313
La,Ag,0.75,0.25,3,-0.696076451061316
Os,Zr,0.75,0.25,3,-0.6356328925566856
Cd,Cu,0.75,0.25,3,0.8378400058436739
Sc,Re,0.75,0.25,3,-0.7441318910595953
Os,Zr,0.75,0.25,3,-0.5902517874592093
Pt,Cu,0.75,0.25,3,-0.15269123826053033
Sc,Re,0.75,0.25,3,-0.7988361605593752
Cd,Cu,0.75,0.25,3,0.813081047942461
Zn,Tc,0.75,0.25,3,0.8462645142363101
Au,Re,0.75,0.25,3,0.36085533154349037
Au,Pd,0.75,0.25,1,0.5126481860397973
Ru,Ta,0.5,0.5,3,-0.5788449113560716
Zn,Tc,0.75,0.25,3,0.8284677250422021
Au,Re,0.75,0.25,3,0.7749864710431495
Au,Pd,0.75,0.25,1,0.37412482694074356
Re,Sc,0.5,0.5,3,-0.7408489736580748
Au,Re,0.75,0.25,3,-0.41296880525530355
Re,Sc,0.5,0.5,3,-0.6791980460611455
Sc,Re,0.75,0.25,3,-1.0850823674581704
Re,Sc,0.5,0.5,3,-0.620037368261336
Sc,Re,0.75,0.25,3,-1.0848925680574837
Re,Sc,0.5,0.5,2,-0.6946839085603358
Y,Pt,0.75,0.25,3,-1.0487181625603341
Cu,Pt,0.75,0.25,3,-0.012808806560286712
Y,Pt,0.75,0.25,3,-1.0479916186586422
Nb,Tc,0.75,0.25,3,-0.9847930435562091
Mo,Cu,0.75,0.25,3,-0.9551784862551074
Cu,Pt,0.75,0.25,3,0.33028647113772536
Nb,Tc,0.75,0.25,3,-0.8933751748581642
Ta,W,0.75,0.25,1,-0.03964018345774889
Cu,Pt,0.75,0.25,3,-0.12729512586426495
Re,Cd,0.75,0.25,3,-0.07042047635601989
Cu,Pt,0.75,0.25,3,-0.15805868375807108
Re,Cd,0.75,0.25,3,-0.6061296299585308
Co,Ti,0.75,0.25,3,-0.5997914183598994
W,Ru,0.75,0.25,3,-0.8325752833579543
Cd,Y,0.5,0.5,0,-0.07459170935814541
Ru,Ta,0.5,0.5,3,-0.3704244868558533
Nb,Pd,0.5,0.5,1,0.17843769724370873
Fe,V,0.75,0.25,3,-0.6768769149557272
W,Ru,0.75,0.25,3,-0.8381323921593946
Rh,Au,0.75,0.25,3,-0.42366832135937216
Sc,Au,0.75,0.25,3,-1.1563134709567464
W,Ru,0.75,0.25,3,-0.7180003910570747
Rh,Au,0.75,0.25,3,-0.3069849549601429
Ag,Ti,0.75,0.25,3,-0.22012254415946586
Cd,Y,0.5,0.5,2,-0.7315892118594718
Sc,Au,0.75,0.25,3,-1.1755339598593935
Rh,Au,0.75,0.25,3,-0.12396758175870559
Tc,Cd,0.75,0.25,1,1.222096991544305
Cd,Y,0.5,0.5,1,0.3813418301406557
Ir,Rh,0.75,0.25,3,-0.19110568495941038
Ir,Rh,0.75,0.25,3,-0.14829755215666296
Ir,Rh,0.75,0.25,3,-0.20647671535604672
Cu,La,0.75,0.25,2,-0.02593163245816754
Ir,Rh,0.75,0.25,3,-0.1716983898577098
Zn,Cr,0.75,0.25,3,0.7389932934466117
Cu,La,0.75,0.25,2,-0.3049759384584547
Zn,Cr,0.75,0.25,3,0.7865605611450803
Ru,Nb,0.75,0.25,3,-0.483485065657959
Re,Fe,0.75,0.25,1,0.3296799294485311
Cu,La,0.75,0.25,1,0.5986477239357839
Zn,Nb,0.75,0.25,3,0.7211184074413097
Zn,Cr,0.75,0.25,3,-0.3669187081604548
Ru,Nb,0.75,0.25,3,-0.6157123908551227
Ag,Tc,0.75,0.25,1,-0.2274236304574231
Mo,Cd,0.75,0.25,1,1.1555514162437532
Zn,Nb,0.75,0.25,3,0.9630344128391073
Hg,Ni,0.75,0.25,1,0.289998520643195
Ag,Zn,0.5,0.5,3,0.43932956123992994
Tc,Zr,0.5,0.5,1,-0.25822079455880953
Zn,Nb,0.75,0.25,3,-0.4457821966634299
W,Mo,0.75,0.25,3,-0.8491930033551114
Ag,Zn,0.5,0.5,3,0.5101591607390503
Zn,Nb,0.75,0.25,3,-0.4821281699614417
W,Mo,0.75,0.25,3,-0.8616970424545514
Pt,Ti,0.75,0.25,3,-0.14255554205644216
W,V,0.75,0.25,3,-0.8872843148592153
W,Mo,0.75,0.25,3,-0.8657768452567041
Ag,Y,0.75,0.25,3,0.3734014122392466
W,Mo,0.75,0.25,3,-0.847670798556436
Pt,Ti,0.75,0.25,3,-0.045685872656548554
Ag,Y,0.75,0.25,3,0.5194929375439017
Cr,Ti,0.5,0.5,2,-0.8588486907601407
Pt,Ti,0.75,0.25,3,-0.1837873193571511
Ni,Zr,0.5,0.5,1,-0.0035568000521095655
Cr,Ti,0.5,0.5,3,-0.941223808359581
Zn,Hf,0.75,0.25,1,0.5646139019454779
Cr,Ti,0.5,0.5,1,0.5648011162384421
Zn,Hf,0.75,0.25,1,-0.15572313065692356
Ti,Sc,0.75,0.25,3,-0.9547201105587817
Pt,V,0.75,0.25,1,-0.15658110565979655
Sc,Ag,0.75,0.25,3,-1.1457414402566144
Ti,Sc,0.75,0.25,3,-0.9967290449594373
Sc,Ag,0.75,0.25,3,-1.1699184827584475
W,V,0.75,0.25,3,-0.8010208265577319
Pt,V,0.75,0.25,1,0.36174881734135056
Ag,Zn,0.5,0.5,1,0.7025558897376243
Zr,Os,0.75,0.25,3,-0.9906981859594168
Rh,Ag,0.75,0.25,3,-0.450878344657184
Cu,Nb,0.75,0.25,3,-0.04641160026127977
Zr,Os,0.75,0.25,3,-0.8127486608563856
Rh,Ag,0.75,0.25,3,-0.35460093116032
Ag,Ta,0.75,0.25,3,-0.4749250446538724
Cu,Nb,0.75,0.25,3,0.27619935583882693
Nb,Os,0.75,0.25,1,-0.1746871522582012
Zn,Cu,0.75,0.25,3,0.5298600666365303
Zn,Cu,0.75,0.25,3,0.5761648622365385
Zn,Cu,0.75,0.25,3,0.43906561083807105
Ag,Zr,0.75,0.25,3,0.32530706004129684
Zr,Os,0.75,0.25,3,-0.9961365170592842
Zn,Cu,0.75,0.25,3,0.40883294703328943
Hg,Hf,0.75,0.25,3,1.1785444913412277
Cu,Fe,0.75,0.25,3,-0.12061513925343093
Re,Zn,0.75,0.25,3,-0.2769547438574307
Hg,Hf,0.75,0.25,3,1.493249860142015
Re,Zn,0.75,0.25,3,-0.5701920995624903
Co,Ag,0.75,0.25,3,-0.3099104508573589
Ni,Zn,0.75,0.25,3,-0.5048955266601922
Rh,Ru,0.75,0.25,3,-0.18965382155781185
Co,Ag,0.75,0.25,3,-0.36584508305438135
Y,Ag,0.75,0.25,1,0.20187676694061452
Rh,Ru,0.75,0.25,3,-0.23571017725677734
Y,Ag,0.75,0.25,1,0.458063782641176
La,Os,0.75,0.25,1,-0.27170117805778204
Hf,Tc,0.75,0.25,3,-1.0397064325579493
Rh,Ru,0.75,0.25,3,-0.32464663975676444
Hf,Tc,0.75,0.25,3,-1.094901051156711
Rh,Ru,0.75,0.25,3,-0.2638181761567182
La,Nb,0.75,0.25,3,-0.5032010738568431
Cr,Hg,0.75,0.25,1,0.9428469674394648
Hf,Y,0.5,0.5,3,-0.9793830122571023
Hf,Tc,0.75,0.25,3,-0.7548821564587058
La,Nb,0.75,0.25,3,-0.6932074188580089
Hf,Y,0.5,0.5,3,-0.9133877871599623
Hf,Y,0.5,0.5,3,-0.923496408157888
Ru,Ir,0.75,0.25,3,-0.3956644059571488
Hf,Y,0.5,0.5,3,-0.958903724759665
Tc,Zr,0.5,0.5,1,0.7070405979402778
Ru,Ir,0.75,0.25,3,-0.3259121050568581
Hf,Y,0.5,0.5,1,-0.025439106359925745
Co,Ti,0.5,0.5,2,-0.46440825296210164
Co,Ti,0.5,0.5,3,-0.6703603328560064
Hf,Y,0.75,0.25,3,-0.9489220449567881
Ru,Ir,0.75,0.25,3,-0.2862432136562063
Hf,Y,0.5,0.5,1,0.4848284917398189
Co,Ti,0.5,0.5,1,-0.19068567726114338
Hf,Y,0.75,0.25,3,-0.848662517458223
Ru,Ir,0.75,0.25,3,-0.24353875625726573
Mo,Ni,0.75,0.25,1,0.1503586784392894
Co,Ti,0.5,0.5,1,0.4209983403425497
Hf,Y,0.75,0.25,3,-0.9397184746548817
Co,Pd,0.5,0.5,3,-0.24722059255779527
Hf,Y,0.75,0.25,3,-0.9765232318559072
Co,Pd,0.5,0.5,3,-0.17957594946253153
Co,Pd,0.5,0.5,3,-0.12657701736222293
Os,Re,0.5,0.5,3,-0.42578917665647964
Mo,Cr,0.75,0.25,3,-0.796112301056354
Co,Pd,0.5,0.5,3,-0.16984366196172118
Cu,Mo,0.5,0.5,3,-0.3687927561540789
Pt,Sc,0.5,0.5,3,-0.31415855605789034
Mo,Cr,0.75,0.25,3,-0.7264077562567479
Cu,Mo,0.5,0.5,3,-0.29705239165829767
Pt,Sc,0.5,0.5,2,0.13035164454143455
Pt,Sc,0.5,0.5,1,0.5345272271415809
Mo,Cr,0.75,0.25,3,-0.8125506980568105
W,Cu,0.75,0.25,1,0.471542805645214
Cd,W,0.75,0.25,1,1.0607609686421995
Cu,Mo,0.5,0.5,3,-0.5226981664590937
Cd,W,0.75,0.25,1,-0.6197230767565713
Os,Nb,0.75,0.25,1,-0.16871493375853674
Ag,Pt,0.75,0.25,1,-0.22712035965284372
Pd,Ta,0.75,0.25,1,0.33761272804352416
Os,Nb,0.75,0.25,1,0.6355643199395047
Pd,Ta,0.75,0.25,1,-0.12794942355591843
Cu,Mo,0.5,0.5,3,-0.6376167385596716
Mo,Ru,0.5,0.5,3,-0.6656460966578095
Cr,Re,0.5,0.5,3,-0.6340068763592797
Ag,Ir,0.75,0.25,1,-0.5486835413603046
Ti,Zr,0.75,0.25,3,-0.9412458495598628
Mo,Ru,0.5,0.5,3,-0.6033019589585535
Y,Hf,0.75,0.25,1,-0.17045782285910605
Ti,Zr,0.75,0.25,3,-0.8452013654595874
Mo,Ru,0.5,0.5,3,-0.5403424359601274
Cr,Re,0.5,0.5,3,-0.5439792373572061
Ti,Zr,0.75,0.25,3,-0.9064220810605264
Ti,Hg,0.75,0.25,1,0.8029782774438274
Mo,Ru,0.5,0.5,3,-0.5429042516579727
Ti,Zr,0.75,0.25,3,-1.0112610123605634
Cr,Re,0.5,0.5,1,0.2134728982428271
La,V,0.75,0.25,3,-0.5132366322568203
Os,Zn,0.75,0.25,3,-0.2830974416565084
Cr,Re,0.5,0.5,1,-0.23133336215957456
La,V,0.75,0.25,3,-0.6762499647583979
Os,Zn,0.75,0.25,3,-0.2979015229566073
Co,Ni,0.75,0.25,1,0.2551620989407013
Rh,Zr,0.5,0.5,2,-0.15935653065659494
Ir,Hg,0.75,0.25,3,-0.31096285115833666
Rh,Zr,0.5,0.5,3,-0.5173599731560614
Ir,Hg,0.75,0.25,3,-0.39809479075753984
Ir,Os,0.75,0.25,1,-0.22851902475574093
Rh,Zr,0.5,0.5,1,0.2133416033439346
Y,Ru,0.75,0.25,3,-1.0314375732550332
Hf,Pt,0.75,0.25,3,-1.065279963258007
Pd,Zr,0.75,0.25,3,-0.2776876824600265
Y,Ru,0.75,0.25,3,-1.0649362834583087
Ir,Mo,0.75,0.25,3,-0.08643995405779492
Pd,Zr,0.75,0.25,3,-0.06803893605953704
Ir,Mo,0.75,0.25,3,-0.15984824035601264
Ru,Hf,0.75,0.25,3,-0.546526086759485
Y,Cu,0.75,0.25,1,0.18147829734246557
Ir,Os,0.75,0.25,1,-0.3043910297592163
Ir,Mo,0.75,0.25,3,-0.3286034469556114
Re,Cr,0.75,0.25,3,-0.6044098704578289
Ru,V,0.75,0.25,3,-0.4532654633576101
Tc,Mo,0.75,0.25,3,-0.598141184057539
Ir,Mo,0.75,0.25,3,-0.24193124375503317
Re,Cr,0.75,0.25,3,-0.5353616642559871
Ru,V,0.75,0.25,3,-0.41943205315962473
Tc,Mo,0.75,0.25,3,-0.5939208344561564
Ru,Pd,0.75,0.25,3,-0.3778892497566346
Re,Cr,0.75,0.25,3,-0.6765324189572937
Ru,V,0.75,0.25,3,-0.5495107675587576
Tc,Mo,0.75,0.25,3,-0.6309865488574076
Ru,Pd,0.75,0.25,3,-0.41565320825517915
Ru,Pd,0.75,0.25,3,-0.23351898055531706
Re,Cr,0.75,0.25,3,-0.6771724306554177
Ru,V,0.75,0.25,3,-0.5026982075569038
Tc,Mo,0.75,0.25,3,-0.6099562308581596
Cu,Ni,0.5,0.5,3,-0.1888913585562193
Ti,Nb,0.75,0.25,3,-0.97744624206004
Ag,Rh,0.75,0.25,3,0.32965979304665893
Cu,Ni,0.5,0.5,3,-0.12119106815859482
Ag,Rh,0.5,0.5,2,-0.2951587514607752
Ti,Nb,0.75,0.25,3,-0.988968902557616
Ag,Co,0.75,0.25,3,0.31675928404095544
Ag,Rh,0.75,0.25,3,0.6957779423474051
Cu,Ni,0.5,0.5,3,-0.30595078625535166
Ag,Rh,0.5,0.5,3,0.05979538334307222
Ti,Nb,0.75,0.25,3,-0.8774210045584994
Ag,Co,0.75,0.25,3,0.5661343379406674
Ag,Rh,0.75,0.25,3,-0.22764621965231413
Ru,Zn,0.75,0.25,1,0.9691040480402364
Cu,Ni,0.5,0.5,3,-0.3379883811566913
Ti,Nb,0.75,0.25,3,-0.988844002257764
Ag,Co,0.75,0.25,3,-0.06578352046105351
Ag,Rh,0.75,0.25,3,-0.2688362274556937
Ag,Co,0.75,0.25,3,-0.08835427495702675
Mo,Cd,0.75,0.25,3,-0.767330140056373
Rh,Pt,0.75,0.25,3,-0.33702332955996894
Ag,Tc,0.75,0.25,3,0.30654875654093416
Mo,Cd,0.75,0.25,3,-0.9257277415553915
Rh,Pt,0.75,0.25,3,-0.25057929375813615
Ag,Tc,0.75,0.25,3,0.8009653153431202
Zr,La,0.75,0.25,2,-0.7488410931609621
W,Ni,0.75,0.25,3,-0.8927591092569571
Rh,Pt,0.75,0.25,3,-0.23175214535783084
Rh,Pt,0.75,0.25,3,-0.20869838885752756
W,Mn,0.75,0.25,3,-0.8413653767592848
Ti,Mo,0.75,0.25,3,-1.0383571560587086
Nb,Pt,0.75,0.25,3,-1.002887797457305
Ti,Mo,0.75,0.25,3,-1.069648614858096
W,Cu,0.75,0.25,3,-0.9212121484515308
Fe,Y,0.75,0.25,1,1.134092246838037
Nb,Pt,0.75,0.25,3,-0.8795545130587641
Ti,Mo,0.75,0.25,3,-0.8618004456575079
Ir,V,0.5,0.5,3,-0.38351601965675286
Ir,V,0.5,0.5,3,-0.42660157245970254
La,Fe,0.75,0.25,3,-0.6816263899590638
Os,Nb,0.75,0.25,3,-0.4340372191608992
Ru,Cd,0.75,0.25,3,-0.4022102404587429
Sc,Mo,0.75,0.25,3,-1.0368222979586506
Zr,Cr,0.75,0.25,3,-0.9267453112579176
Os,Nb,0.75,0.25,3,-0.40696039565861497
Ru,Cd,0.75,0.25,3,-0.48286859175911445
Mn,Mo,0.5,0.5,3,-0.6110146175587658
Sc,Mo,0.75,0.25,3,-1.0382367456613508
Zr,Cr,0.75,0.25,3,-1.0105652172596535
La,Cr,0.75,0.25,3,-0.5357750051580012
Os,Nb,0.75,0.25,3,-0.5753770926594086
Sc,Mo,0.75,0.25,3,-0.8051071600593502
Zr,Cr,0.75,0.25,3,-0.8144859716585131
La,Cr,0.75,0.25,3,-0.6802182008568423
Os,Nb,0.75,0.25,3,-0.5294019629609181
Ag,Ir,0.75,0.25,3,0.3597308212420387
Mn,Mo,0.5,0.5,3,-0.5598468755588044
Sc,Mo,0.75,0.25,3,-0.8895755133589489
Y,Re,0.75,0.25,3,-0.9973800773613846
Zr,Cr,0.75,0.25,3,-0.8313304985594812
Mn,Mo,0.5,0.5,3,-0.6364461047587326
Ir,V,0.5,0.5,3,-0.684479775659355
Re,Ti,0.75,0.25,3,-0.5027220173569447
Y,Re,0.75,0.25,3,-1.0451444915588297
Co,Zr,0.5,0.5,1,-0.20595561735805745
Ir,V,0.5,0.5,3,-0.5488929330594772
Cd,Ti,0.5,0.5,3,0.0752133534415691
Re,Ti,0.75,0.25,3,-0.661897728458797
Co,Zr,0.5,0.5,1,0.3251274649419713
Cd,Ti,0.5,0.5,3,0.06320184044037092
Re,Ti,0.75,0.25,3,-0.7055775778598843
Ti,Ir,0.75,0.25,3,-1.058097790558321
Os,Pt,0.75,0.25,1,-0.13773776656213954
Re,Ti,0.75,0.25,3,-0.6353606426591512
Ti,Ir,0.75,0.25,3,-1.0285699016594378
Os,Pt,0.75,0.25,1,-0.03774627116123952
Ti,Ir,0.75,0.25,3,-0.6433602453607534
Cd,Ti,0.5,0.5,2,-0.7743505410571458
Ti,Ir,0.75,0.25,3,-0.7115387758594522
Ag,Cr,0.75,0.25,3,0.28743194294023056
Cr,Zr,0.5,0.5,3,-0.959658568556705
Ag,Cr,0.75,0.25,3,0.7583209951417587
Cr,Zr,0.5,0.5,1,-0.24932267195887903
Ag,Cr,0.75,0.25,3,-0.24340120275789445
Cr,Zr,0.5,0.5,1,0.6147307402434592
Ag,Cr,0.75,0.25,3,-0.3059894264578986
Os,Ru,0.75,0.25,1,-0.0921188338570289
Cr,Zr,0.5,0.5,2,-0.8062216023599547
Os,Ru,0.75,0.25,1,0.20046885004288129
Nb,Hg,0.75,0.25,1,0.9552775357415442
La,Mn,0.5,0.5,2,-0.2091804384571958
Cr,Rh,0.75,0.25,3,-0.7912060885564358
Co,Ni,0.75,0.25,3,-0.34278044196159385
Cr,Rh,0.75,0.25,3,-0.8606802890562619
Ir,Os,0.5,0.5,3,-0.07955724275868192
Y,Hf,0.75,0.25,3,-0.9365644031558702
Ag,Pt,0.75,0.25,3,0.43284821774525994
Y,Hf,0.75,0.25,3,-0.9559012206582054
Ir,Os,0.75,0.25,3,-0.029785172656346504
Ir,Os,0.5,0.5,3,-0.05887659105698617
Ag,Pt,0.75,0.25,3,0.7194929354455155
Y,Hf,0.75,0.25,3,-0.9774296430577749
Ir,Os,0.75,0.25,3,-0.028025684557150043
Ir,Os,0.5,0.5,3,-0.20348128625752793
Cd,Nb,0.75,0.25,3,0.9595283620410839
Y,Hf,0.75,0.25,3,-0.9167675771559232
Ir,Os,0.75,0.25,3,-0.16529459885620668
Hg,Ta,0.75,0.25,3,1.2801549280420943
Cd,Nb,0.75,0.25,3,1.086266334842577
Ir,Os,0.75,0.25,3,-0.119764103258575
Nb,Hg,0.75,0.25,3,-1.0770148725559636
Hg,Ta,0.75,0.25,3,1.4526775507411287
Y,Zr,0.75,0.25,3,-0.9510718803585121
Cd,Nb,0.75,0.25,3,-0.3962951658567988
Au,Cu,0.75,0.25,3,0.36809043034466526
Ir,Os,0.5,0.5,3,-0.1604218564561677
Au,Cu,0.75,0.25,3,0.41194103124237813
Cd,Ir,0.75,0.25,1,-0.5294110788590558
Au,Ti,0.5,0.5,2,-0.624655820457491
Au,Cu,0.75,0.25,3,0.28385745554354
Au,Ti,0.5,0.5,3,0.06763988104015084
Au,Cu,0.75,0.25,3,0.31369745914437885
Rh,Cu,0.75,0.25,3,-0.41197899115556424
Co,Pt,0.75,0.25,3,-0.3056619374610534
Cd,Pt,0.75,0.25,3,0.6438431113429317
Rh,Cu,0.75,0.25,3,-0.23030912566079564
Hf,Ir,0.75,0.25,3,-1.0621359599562936
Co,Pt,0.75,0.25,3,-0.19550930315651271
Y,Sc,0.75,0.25,3,-0.9585282076577357
Rh,Cu,0.75,0.25,3,-0.2025590924594951
Hf,Ir,0.75,0.25,3,-0.6126395453565863
Co,Pt,0.75,0.25,3,-0.1776042125556785
Os,Y,0.75,0.25,3,-0.20857933905696768
Rh,Cu,0.75,0.25,3,-0.262412708157143
Hf,Ir,0.75,0.25,3,-0.6083782426566984
Cr,Pt,0.75,0.25,3,-0.8392011192581492
Os,Y,0.75,0.25,3,-0.5900403550576527
Pd,Re,0.75,0.25,3,0.073911016640551
Cr,Pt,0.75,0.25,3,-0.877356649557413
Tc,Ag,0.75,0.25,3,-0.4514154973576012
Pd,Re,0.75,0.25,3,-0.0020589493569502793
Cr,Pt,0.75,0.25,3,-0.49352402545534346
Sc,Pd,0.75,0.25,3,-1.1533185860562014
Tc,Ag,0.75,0.25,3,-0.6613775828581936
Pd,Re,0.75,0.25,3,-0.4208409225566072
Cr,Pt,0.75,0.25,3,-0.4757457399564089
Ru,Ta,0.75,0.25,3,-0.6129169654586519
Pt,La,0.75,0.25,3,-0.27437755365733096
Cr,Sc,0.75,0.25,3,-0.5152921801554555
Pt,La,0.75,0.25,3,-0.41731595985672243
Cr,Sc,0.75,0.25,3,-0.7849714162575481
Re,Nb,0.75,0.25,1,0.4113412924425859
Nb,Cd,0.75,0.25,3,-1.0646543735592502
Zr,Cu,0.75,0.25,3,-1.0128132858580727
Zr,La,0.75,0.25,3,-0.9346391976605162
Zr,Cu,0.75,0.25,3,-0.9765802397587038
Zr,La,0.75,0.25,3,-0.7872910506584674
Zr,Cu,0.75,0.25,3,-0.5703648918597253
La,Mo,0.75,0.25,3,-0.6923620972583819
Zr,La,0.75,0.25,3,-0.8798595526595534
V,Cu,0.75,0.25,3,-1.039755685159406
Hg,Ta,0.75,0.25,1,-0.4207137093571589
Ir,Nb,0.5,0.5,3,-0.47737053165744214
V,Cu,0.75,0.25,3,-1.0080808180564134
Au,Cu,0.75,0.25,1,0.5363381446450433
Y,Zr,0.75,0.25,1,-0.08162585215811191
V,Cu,0.75,0.25,3,-0.6083620519557087
Y,Ta,0.75,0.25,3,-0.9452320452573701
Rh,Nb,0.75,0.25,3,-0.3112521081593229
V,Cu,0.75,0.25,3,-0.6920936569576668
Rh,Nb,0.75,0.25,3,-0.538384032660332
Re,Nb,0.75,0.25,3,-0.6279471732586615
Rh,Nb,0.75,0.25,3,-0.5750346374579465
Nb,Au,0.75,0.25,1,0.4207535739415391
Au,Cu,0.75,0.25,1,0.6932095957427293
Pd,Re,0.75,0.25,1,0.3568062776403451
Re,Nb,0.75,0.25,3,-0.7309845748595478
Rh,Nb,0.75,0.25,3,-0.3627116922607172
Pd,Re,0.75,0.25,1,-0.3943417966574714
Ir,Nb,0.5,0.5,3,-0.7355022089568308
Re,Nb,0.75,0.25,3,-0.7754637587595141
Y,Ta,0.75,0.25,3,-0.9172508512592401
La,Y,0.75,0.25,3,-0.6367001230600806
Fe,Rh,0.5,0.5,3,1.2591080110442192
Re,Nb,0.75,0.25,3,-0.7126649188566887
Y,Ta,0.75,0.25,3,-0.9736778735595806
