Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site,adsorption_energy
W,Ag,0.75,0.25,hollow,-0.9043865335579256
Hf,Zr,0.75,0.25,top,0.3647650632420038
Y,Zr,0.5,0.5,hollow,-0.9050674984564182
Zr,Nb,0.75,0.25,hollow,-0.9053389319551286
Ti,Zr,0.5,0.5,hollow,-0.9055873718561712
Sc,La,0.75,0.25,hollow,-0.905740980158015
Ag,Cu,0.75,0.25,hollow,0.3659272614395661
Cr,Pd,0.75,0.25,hollow,-0.90617078396005
Ta,V,0.5,0.5,hollow,-0.9063755496563032
Ti,Zr,0.75,0.25,hollow,-0.9064220810605264
Cr,Ta,0.5,0.5,hollow,-0.9064487482564516
Cr,Pd,0.75,0.25,hollow,-0.90646834046035
Ta,W,0.75,0.25,hollow,-0.906840456157596
Tc,Zr,0.5,0.5,hollow,-0.9071891700577625
Sc,V,0.5,0.5,bridge,-0.9079144894594436
Au,Cu,0.75,0.25,hollow,0.3680904303446652
Ag,Au,0.75,0.25,hollow,0.3683346526459274
Tc,Zr,0.5,0.5,hollow,-0.9086985855601312
Hf,Au,0.75,0.25,top,0.3691066395413429
Cr,Sc,0.5,0.5,bridge,-0.9091928802581322
Os,Mo,0.75,0.25,top,0.3698821640400922
Cr,Os,0.5,0.5,top,0.3704257113431879
Hf,Zr,0.5,0.5,hollow,-0.9104518149606236
Zn,Pd,0.75,0.25,bridge,0.3709156523409831
Au,Y,0.5,0.5,hollow,0.3711465409406003
Ti,V,0.75,0.25,hollow,-0.911263938759447
Ti,Zr,0.5,0.5,hollow,-0.9115053036575488
Nb,Mn,0.75,0.25,hollow,-0.91216749265638
Zn,Pd,0.75,0.25,hollow,0.3721921383412621
Au,Ag,0.75,0.25,bridge,0.3724722795423361
Os,Ti,0.5,0.5,hollow,-0.9126070926604086
Zn,Pt,0.75,0.25,hollow,0.3726965013420624
Nb,Sc,0.75,0.25,hollow,-0.9126966180583338
Os,Ti,0.5,0.5,hollow,-0.9127955314570216
La,Pd,0.5,0.5,top,0.3729004507413549
Au,Co,0.5,0.5,bridge,0.373002493442101
Cu,Mn,0.75,0.25,top,0.373085760141322
Nb,Pd,0.75,0.25,hollow,-0.9132696898586516
Hf,Y,0.5,0.5,hollow,-0.9133877871599624
Ag,Y,0.75,0.25,hollow,0.3734014122392466
Ta,W,0.5,0.5,hollow,-0.91359146445663
Y,Nb,0.75,0.25,hollow,-0.9137388140579504
Sc,Ta,0.5,0.5,hollow,-0.9139039871579088
Au,Pd,0.75,0.25,top,0.3741248269407435
Pd,W,0.75,0.25,top,0.3747325931408625
Sc,V,0.5,0.5,hollow,-0.915210133559384
Hg,Mo,0.5,0.5,top,0.3753417199414173
Nb,Cu,0.75,0.25,hollow,-0.9156395292584136
Zr,V,0.75,0.25,hollow,-0.9162028048549188
Y,Hf,0.75,0.25,hollow,-0.9167675771559232
Ti,Sc,0.75,0.25,hollow,-0.9169969691601808
Zr,Hf,0.75,0.25,hollow,-0.917074385458335
Nb,Y,0.5,0.5,hollow,-0.9171841834567828
Y,Ta,0.75,0.25,hollow,-0.91725085125924
Au,Mn,0.75,0.25,bridge,0.3776141426433526
Ag,La,0.75,0.25,top,0.3777655739404792
Fe,Hg,0.5,0.5,top,0.37812748534364
W,Zr,0.5,0.5,hollow,-0.9184333220573252
Nb,V,0.5,0.5,hollow,-0.9187873421569464
Au,Mn,0.75,0.25,hollow,0.379421930942982
Au,Hg,0.75,0.25,hollow,0.3797920057450312
Ta,Ti,0.5,0.5,hollow,-0.9201466868571232
Hf,V,0.75,0.25,hollow,-0.9209823483570004
Ta,Ti,0.5,0.5,hollow,-0.9210037093571088
W,Cu,0.75,0.25,hollow,-0.9212121484515308
Cd,Y,0.5,0.5,top,0.3813418301406557
Cu,Ir,0.75,0.25,hollow,0.3816584345413787
Cr,Tc,0.75,0.25,hollow,-0.9217273961575928
Y,La,0.75,0.25,hollow,-0.9223803332579052
Sc,Ta,0.5,0.5,hollow,-0.9229553097602264
Hf,Y,0.5,0.5,hollow,-0.923496408157888
W,Au,0.75,0.25,hollow,-0.9239853967582974
Y,W,0.75,0.25,hollow,-0.924424724557838
Ti,W,0.75,0.25,hollow,-0.9249297678606752
Ta,Zr,0.5,0.5,hollow,-0.9254120895593304
Mo,Cd,0.75,0.25,hollow,-0.9257277415553916
Ti,W,0.5,0.5,hollow,-0.9260783602576056
Ta,Ru,0.75,0.25,hollow,-0.9262035326600824
W,Pt,0.75,0.25,hollow,-0.9265522465566108
Zr,Cr,0.75,0.25,hollow,-0.9267453112579176
Ag,Ni,0.75,0.25,hollow,0.3867602969485517
Y,Zr,0.5,0.5,hollow,-0.9271786526578296
Ti,V,0.5,0.5,hollow,-0.9275918574594186
Nb,Mn,0.75,0.25,hollow,-0.9277822010580792
Ir,Mn,0.5,0.5,hollow,0.3879805914448582
Hf,Sc,0.5,0.5,top,0.3880426334408469
Au,Co,0.75,0.25,hollow,0.3883400538407215
Ta,Os,0.75,0.25,hollow,-0.9283620756568496
Sc,Y,0.75,0.25,hollow,-0.9285582697584402
Y,Ti,0.75,0.25,hollow,-0.9291053546575938
Ti,Ta,0.75,0.25,hollow,-0.9295040013557524
Cu,La,0.5,0.5,top,0.3895135447465065
Ti,Y,0.5,0.5,hollow,-0.9296255002581972
Ru,Ta,0.75,0.25,top,0.3897262016407978
Pd,Sc,0.5,0.5,top,0.3900203567436904
Fe,Nb,0.75,0.25,top,0.3901667540422124
Zr,Mn,0.75,0.25,hollow,-0.9315852640565652
Re,Cr,0.75,0.25,top,0.392210328941502
Ta,V,0.75,0.25,hollow,-0.9323213320594448
Hf,Ta,0.75,0.25,hollow,-0.9323824216580476
Cd,Pd,0.75,0.25,bridge,0.3924137340409572
Sc,Zr,0.5,0.5,hollow,-0.9330730465580644
Sc,Y,0.5,0.5,hollow,-0.933219171659374
W,Ti,0.75,0.25,top,0.3932868112433709
Re,Ta,0.5,0.5,top,0.3934620525406274
Nb,Sc,0.75,0.25,hollow,-0.9336950987589888
Mo,Pd,0.75,0.25,hollow,-0.9337080241557204
Sc,Hf,0.75,0.25,hollow,-0.934567223658604
Zr,La,0.75,0.25,hollow,-0.9346391976605162
Ag,Zn,0.75,0.25,hollow,0.3950823544446677
Hf,Ta,0.5,0.5,hollow,-0.9352038339593208
Nb,Tc,0.5,0.5,top,0.3963370713436518
Y,Hf,0.75,0.25,hollow,-0.9365644031558702
Mo,Ag,0.75,0.25,hollow,-0.9366408670566386
Au,Cd,0.75,0.25,hollow,0.3967598002427905
Au,La,0.75,0.25,top,0.3969392592416909
Sc,Ti,0.5,0.5,hollow,-0.937010397657076
Nb,Ti,0.5,0.5,hollow,-0.9370786982571816
Ag,Au,0.5,0.5,hollow,0.3971026636363888
Zr,Ni,0.75,0.25,hollow,-0.9371754347584726
Re,Ti,0.5,0.5,hollow,-0.9373894522604758
Nb,Zr,0.5,0.5,hollow,-0.9376193884554312
Ag,La,0.75,0.25,hollow,0.3976981847381751
Tc,V,0.5,0.5,top,0.3978966918448634
Hf,Ti,0.5,0.5,hollow,-0.938004021459136
Ir,Mn,0.5,0.5,bridge,0.3984315316420463
W,Cu,0.75,0.25,hollow,-0.938827165758056
Zr,W,0.75,0.25,hollow,-0.9389464876576028
V,Ti,0.75,0.25,top,0.3996533227409884
Ag,Zn,0.75,0.25,hollow,0.3997160449444266
Hf,Y,0.75,0.25,hollow,-0.9397184746548816
Cr,Ti,0.5,0.5,hollow,-0.93973044755964
Ag,Pd,0.75,0.25,hollow,0.3997633927438357
Hf,Nb,0.5,0.5,hollow,-0.9404942711580304
Y,Nb,0.75,0.25,hollow,-0.9408620330586644
Cd,Pd,0.75,0.25,top,0.4011711736430072
Cr,Re,0.75,0.25,hollow,-0.9411810864575898
Cu,Cd,0.75,0.25,bridge,0.4011851875411878
Cr,Ti,0.5,0.5,hollow,-0.941223808359581
Ti,Zr,0.75,0.25,hollow,-0.9412458495598628
Zr,Fe,0.75,0.25,hollow,-0.9414829968581842
V,Zr,0.75,0.25,hollow,-0.9417665394566654
Ti,Sc,0.75,0.25,hollow,-0.941945862460642
Cr,Tc,0.75,0.25,hollow,-0.942017292359168
Au,Ti,0.75,0.25,hollow,0.4021065650422599
Ti,Hf,0.75,0.25,hollow,-0.9421069538575182
Os,Y,0.5,0.5,~,-0.9421328046582572
Nb,Sc,0.5,0.5,hollow,-0.9421714448571664
Cd,La,0.5,0.5,top,0.4022049341411104
Ag,Au,0.75,0.25,bridge,0.4025973223406538
Y,Zr,0.75,0.25,hollow,-0.9429183973579428
Au,Cu,0.5,0.5,bridge,0.4033418257395453
V,Rh,0.75,0.25,hollow,-0.9435150068593146
Sc,Zr,0.5,0.5,hollow,-0.94391324555815
Y,W,0.75,0.25,hollow,-0.94416726385586
Hf,Zr,0.75,0.25,hollow,-0.944564686057646
Mo,Zn,0.75,0.25,hollow,-0.9450295925625768
Ag,Au,0.75,0.25,hollow,0.405215329644335
Y,Ta,0.75,0.25,hollow,-0.94523204525737
Y,Sc,0.75,0.25,hollow,-0.945770422457798
Sc,Zr,0.5,0.5,hollow,-0.945818994759037
Y,Zr,0.75,0.25,hollow,-0.9460923331580204
Hf,Zr,0.5,0.5,hollow,-0.9463798213573398
Hf,Ti,0.5,0.5,hollow,-0.9464810477574872
V,Re,0.75,0.25,hollow,-0.9465165585597504
V,Zr,0.75,0.25,top,0.407530746245385
Zr,Mo,0.75,0.25,hollow,-0.9485145544594786
Zn,Cu,0.75,0.25,hollow,0.4088329470332894
Hf,Y,0.75,0.25,hollow,-0.948922044956788
Cr,Cu,0.75,0.25,hollow,-0.9492023221600618
Hg,Pd,0.5,0.5,top,0.4094242503388443
V,Hf,0.75,0.25,hollow,-0.9497764824581908
Os,Cr,0.75,0.25,top,0.4099509267407768
Y,Zr,0.5,0.5,hollow,-0.9500130853566304
Y,Zr,0.75,0.25,hollow,-0.951071880358512
Ta,Fe,0.75,0.25,bridge,-0.9512846733550476
Re,Nb,0.75,0.25,top,0.4113412924425859
Co,Ta,0.75,0.25,top,0.4117372180417362
Fe,Cu,0.75,0.25,hollow,0.4117943619430946
Au,Cu,0.75,0.25,hollow,0.4119410312423781
W,Pd,0.75,0.25,hollow,-0.9522086358583408
Nb,Ta,0.5,0.5,hollow,-0.9523072771580416
Sc,W,0.75,0.25,hollow,-0.952692182155232
Hf,Nb,0.75,0.25,hollow,-0.9527830682590944
Mo,Au,0.75,0.25,hollow,-0.9530700122586212
Sc,Zr,0.75,0.25,hollow,-0.9531988581574922
Y,V,0.75,0.25,hollow,-0.9533217175548714
Ti,La,0.75,0.25,hollow,-0.9534132838552694
Y,Ta,0.75,0.25,hollow,-0.9534821286569866
Sc,Ti,0.5,0.5,hollow,-0.953797236458712
Re,Mo,0.75,0.25,top,0.4139567145439571
Sc,Hf,0.75,0.25,hollow,-0.954572216657624
Ti,Sc,0.75,0.25,hollow,-0.9547201105587816
Mo,Cu,0.75,0.25,hollow,-0.9551784862551074
Y,Hf,0.75,0.25,hollow,-0.9559012206582054
Zr,Pt,0.75,0.25,hollow,-0.955903805758652
Ta,Mn,0.75,0.25,hollow,-0.9561711576597816
Sc,Ta,0.75,0.25,hollow,-0.9563122486606233
Zr,Ti,0.75,0.25,hollow,-0.9563468070582246
Mo,Cu,0.75,0.25,top,0.4170956837415644
Fe,Ni,0.5,0.5,top,0.4180856338435035
Y,Sc,0.75,0.25,hollow,-0.9585282076577356
Sc,Nb,0.75,0.25,hollow,-0.9586050798561416
Hf,Y,0.5,0.5,hollow,-0.958903724759665
V,Ni,0.75,0.25,hollow,-0.959197471757733
Zr,Nb,0.75,0.25,hollow,-0.9594018291563486
Cr,Zr,0.5,0.5,hollow,-0.959658568556705
Nb,Ti,0.5,0.5,hollow,-0.9596631944577608
Ti,Y,0.75,0.25,hollow,-0.959663738757598
Mo,Ag,0.75,0.25,hollow,-0.9597363930579093
Hf,Ta,0.5,0.5,hollow,-0.959748774256667
Ti,V,0.5,0.5,hollow,-0.9599188454585316
Au,Fe,0.5,0.5,top,0.4200439011447372
Hf,Os,0.5,0.5,hollow,-0.9600706849587084
Au,Y,0.5,0.5,top,0.4206738446419251
Nb,Au,0.75,0.25,top,0.4207535739415391
Co,Ti,0.5,0.5,top,0.4209983403425497
Sc,Y,0.5,0.5,hollow,-0.9611950593580048
Au,Cd,0.75,0.25,hollow,0.4219824401452854
Hf,Ti,0.5,0.5,hollow,-0.962320794357737
Zr,Fe,0.75,0.25,hollow,-0.9623771219584968
Ta,V,0.75,0.25,hollow,-0.962659576059167
Hf,Ti,0.75,0.25,hollow,-0.962776176757842
Y,Ti,0.75,0.25,hollow,-0.9628505999580454
Ti,Y,0.5,0.5,hollow,-0.9631374078589658
Cr,Cu,0.75,0.25,hollow,-0.9631512857585848
Zr,Sc,0.75,0.25,hollow,-0.9633340101581496
Fe,V,0.5,0.5,hollow,-0.9635726540609256
Hg,Y,0.5,0.5,hollow,0.4237202951417487
Fe,V,0.5,0.5,hollow,-0.9640035462607272
Cr,Zn,0.75,0.25,hollow,-0.9649200256598932
Nb,Au,0.75,0.25,hollow,-0.9651336350570716
Ta,Sc,0.75,0.25,hollow,-0.9652590795585354
Mo,Au,0.75,0.25,hollow,-0.9662132467592244
Nb,Ir,0.75,0.25,hollow,-0.966313112558936
Sc,Ti,0.5,0.5,hollow,-0.9665939339565456
Hf,Ti,0.75,0.25,hollow,-0.9666060429580908
Os,Mn,0.75,0.25,top,0.4267640244443385
Ti,V,0.75,0.25,hollow,-0.9668668641597548
V,Zr,0.5,0.5,hollow,-0.9669049600588266
Hf,Sc,0.5,0.5,hollow,-0.9670333978565112
Ta,Cu,0.75,0.25,hollow,-0.9673924520529624
Hf,Sc,0.75,0.25,hollow,-0.968239678458275
Zn,La,0.75,0.25,top,0.4292178110418092
Ta,Y,0.5,0.5,hollow,-0.9710515668584492
Nb,Os,0.75,0.25,hollow,-0.9712537474578936
Au,Sc,0.75,0.25,hollow,0.4313900957395447
Ti,Mn,0.75,0.25,hollow,-0.9716357952556508
Hf,Zr,0.75,0.25,hollow,-0.9716427341581664
Sc,Zr,0.5,0.5,hollow,-0.9718579761583612
Zr,Y,0.75,0.25,hollow,-0.97245268095773
Nb,Rh,0.75,0.25,hollow,-0.9724783957562692
Nb,Ta,0.5,0.5,hollow,-0.9725415261554816
Ag,Pt,0.75,0.25,hollow,0.4328482177452599
Sc,W,0.5,0.5,hollow,-0.9728735050584588
V,Pt,0.75,0.25,hollow,-0.9730473857552796
Y,Ta,0.75,0.25,hollow,-0.9736778735595806
Nb,Hf,0.75,0.25,hollow,-0.9739582868560036
V,Ir,0.75,0.25,hollow,-0.9743034632583374
Hf,Ag,0.75,0.25,hollow,-0.9744740786581758
Sc,Ta,0.75,0.25,hollow,-0.9746324488578182
Nb,Zn,0.75,0.25,hollow,-0.974713946960918
Sc,Nb,0.75,0.25,hollow,-0.9748389832556938
Y,Cr,0.75,0.25,hollow,-0.9750240206585374
Ta,Ti,0.5,0.5,hollow,-0.975464164856902
Sc,Nb,0.75,0.25,hollow,-0.9757647145588352
Hf,Zr,0.5,0.5,hollow,-0.975953561558498
Y,Mo,0.75,0.25,hollow,-0.9759973718564368
Sc,Y,0.75,0.25,hollow,-0.9760543797592334
Ti,Ta,0.75,0.25,hollow,-0.9761633613588572
Hf,Y,0.75,0.25,hollow,-0.9765232318559072
Zr,Cu,0.75,0.25,hollow,-0.9765802397587038
V,Zr,0.5,0.5,hollow,-0.9766520777584162
Sc,Zn,0.5,0.5,top,0.4369579531421834
Cr,Nb,0.5,0.5,top,0.437008838443063
Zr,Mn,0.75,0.25,hollow,-0.9771543998567438
Y,Hf,0.75,0.25,hollow,-0.9774296430577748
Ti,Nb,0.75,0.25,hollow,-0.97744624206004
Nb,Fe,0.75,0.25,hollow,-0.9777507374555796
Sc,Ti,0.75,0.25,hollow,-0.9777710099578768
Hf,Ti,0.75,0.25,hollow,-0.977920128257182
Hf,Mn,0.75,0.25,hollow,-0.9786454477607264
Zn,Cu,0.75,0.25,hollow,0.439065610838071
Ag,Zn,0.5,0.5,hollow,0.4393295612399299
Hf,Y,0.5,0.5,hollow,-0.9793830122571024
Zr,Tc,0.75,0.25,hollow,-0.9797665567557204
Hf,Zr,0.75,0.25,hollow,-0.9806784101592428
Hf,Ta,0.75,0.25,hollow,-0.9808126984598572
Ti,V,0.75,0.25,hollow,-0.9812637271597566
V,Ti,0.75,0.25,hollow,-0.9814601932584708
Zn,Pd,0.75,0.25,bridge,0.4416788561366331
Zn,Hg,0.75,0.25,bridge,0.4417749122449379
Hf,Sc,0.5,0.5,hollow,-0.9818014240581476
Hf,Sc,0.5,0.5,hollow,-0.981890133159112
Ag,Zn,0.5,0.5,hollow,0.4420809042431131
Y,Nb,0.75,0.25,hollow,-0.9829120566582504
Zr,Hf,0.75,0.25,hollow,-0.9829437578582372
Nb,Ag,0.75,0.25,hollow,-0.9835949262587462
Hf,Sc,0.75,0.25,hollow,-0.9840157503558372
Ta,Pt,0.75,0.25,hollow,-0.984730049257422
Nb,Tc,0.75,0.25,hollow,-0.9847930435562092
Cr,Hf,0.5,0.5,hollow,-0.9850956340551136
Y,Sc,0.75,0.25,hollow,-0.9855922418564376
Ag,Y,0.5,0.5,top,0.4457813803428792
Pt,Au,0.75,0.25,top,0.4458480482399238
V,Hg,0.75,0.25,hollow,-0.9860952443586656
Sc,Ti,0.5,0.5,hollow,-0.9865953895559584
Zr,Ta,0.75,0.25,hollow,-0.9867421949593052
Ag,La,0.5,0.5,top,0.4472332437444777
Sc,Y,0.5,0.5,hollow,-0.9876037073581472
Y,Ti,0.75,0.25,hollow,-0.9883833135581596
Nb,Zr,0.75,0.25,hollow,-0.988418824354966
Os,Sc,0.5,0.5,hollow,-0.9887059044585556
Ti,Nb,0.75,0.25,hollow,-0.988844002257764
Co,Fe,0.75,0.25,bridge,0.4489199413447124
Ir,Ti,0.5,0.5,top,0.4489238869400935
Ti,Nb,0.75,0.25,hollow,-0.988968902557616
Hf,Ta,0.5,0.5,hollow,-0.9892985684591338
V,Re,0.75,0.25,hollow,-0.9895086402566164
Sc,W,0.5,0.5,top,0.449923905344832
Ta,Zr,0.5,0.5,hollow,-0.9901263387573352
Ta,Re,0.75,0.25,bridge,-0.9904755968554751
Ta,Zr,0.75,0.25,hollow,-0.990573829959402
Zr,Os,0.75,0.25,hollow,-0.9906981859594168
Ti,Ta,0.75,0.25,hollow,-0.9912236377558372
Zn,Au,0.75,0.25,hollow,0.4518051643399587
W,Zn,0.75,0.25,hollow,-0.9919399774580312
Mn,Zn,0.5,0.5,top,0.4520971425381788
Hf,Sc,0.5,0.5,hollow,-0.9922797115568472
V,Pt,0.75,0.25,hollow,-0.9926591743560208
Ta,Ti,0.75,0.25,hollow,-0.9927003995571512
Hf,V,0.75,0.25,hollow,-0.993170476259337
Ta,Zr,0.75,0.25,hollow,-0.9932436749613488
Au,Fe,0.75,0.25,top,0.4535651967426304
Hf,Sc,0.75,0.25,hollow,-0.9942861429580888
Hf,Zr,0.75,0.25,hollow,-0.9944119956589644
Nb,Ni,0.75,0.25,hollow,-0.9947773084595326
Sc,Ti,0.75,0.25,hollow,-0.9948439763565772
V,Cd,0.75,0.25,hollow,-0.9949963601565912
Hf,Re,0.5,0.5,hollow,-0.9952181328580708
Nb,Sc,0.5,0.5,top,0.4555200625409554
Zr,Os,0.75,0.25,hollow,-0.9961365170592842
Au,Zn,0.75,0.25,bridge,0.4564876993399878
Au,Zn,0.75,0.25,bridge,0.4565423942413247
Ti,Sc,0.75,0.25,hollow,-0.9967290449594371
Au,Co,0.5,0.5,top,0.4568252566469084
Ta,Sc,0.75,0.25,hollow,-0.9972176253567966
Y,Re,0.75,0.25,hollow,-0.9973800773613846
Hf,Sc,0.75,0.25,hollow,-0.997516270256682
Y,Ag,0.75,0.25,top,0.458063782641176
Zr,Zn,0.75,0.25,hollow,-0.9981677108580412
Ta,V,0.75,0.25,hollow,-0.9982464878584948
Ir,Mn,0.75,0.25,top,0.4583167124410749
V,Pd,0.75,0.25,hollow,-0.998508397357881
Sc,Ti,0.75,0.25,hollow,-0.9985587384571488
Hf,Zr,0.5,0.5,hollow,-0.9995041979591122
Fe,V,0.75,0.25,top,0.4601670866404959
Ta,Ni,0.75,0.25,hollow,-1.0005866668570604
Ta,Fe,0.75,0.25,hollow,-1.0007093901576525
Zr,Au,0.75,0.25,hollow,-1.0007800037592176
Ag,Zn,0.5,0.5,bridge,0.4607930844440773
Au,Y,0.75,0.25,top,0.461286290840718
Ta,Pd,0.75,0.25,hollow,-1.001375524861004
Zr,Pd,0.75,0.25,hollow,-1.0015606983606349
Sc,Ta,0.5,0.5,hollow,-1.00175090585887
Nb,Pt,0.75,0.25,hollow,-1.002887797457305
Au,Zr,0.75,0.25,hollow,0.4630240097403941
Zr,Hf,0.75,0.25,hollow,-1.0042099986594335
Hf,Ta,0.75,0.25,hollow,-1.0044646972591806
V,Au,0.75,0.25,hollow,-1.004488098958035
Hf,Nb,0.75,0.25,hollow,-1.0045128613591885
Y,W,0.75,0.25,hollow,-1.004813683258334
Sc,W,0.75,0.25,hollow,-1.0050347756577764
Ta,Pd,0.75,0.25,hollow,-1.005359951758663
Co,Au,0.75,0.25,top,0.4654128972406681
Ta,W,0.75,0.25,hollow,-1.0058064905597064
Y,V,0.75,0.25,hollow,-1.0060386036556963
Au,Cd,0.75,0.25,bridge,0.4660480109423872
Au,Y,0.75,0.25,hollow,0.4661169917426662
Hf,Cr,0.75,0.25,hollow,-1.0069018847561608
Ti,Mn,0.75,0.25,hollow,-1.0072485578557178
Zn,Cu,0.75,0.25,bridge,0.4673576948344191
V,Cu,0.75,0.25,hollow,-1.0080808180564134
Zn,Rh,0.75,0.25,bridge,0.4682431532355906
Sc,Hf,0.75,0.25,hollow,-1.0084736143571431
Ta,W,0.75,0.25,hollow,-1.0091777088591414
Nb,Pd,0.75,0.25,hollow,-1.0093088677558342
Zr,Re,0.75,0.25,hollow,-1.0095975805552089
Re,Zr,0.5,0.5,hollow,-1.009977451459207
Ta,Ti,0.5,0.5,hollow,-1.010037860759411
Zr,Cr,0.75,0.25,hollow,-1.0105652172596535
Sc,V,0.75,0.25,hollow,-1.0106139256558606
Hf,Zn,0.75,0.25,hollow,-1.0112069978558509
Ti,Zr,0.75,0.25,hollow,-1.0112610123605634
Au,Sc,0.75,0.25,top,0.4713075631416643
W,Cu,0.75,0.25,top,0.471542805645214
Au,Cd,0.75,0.25,bridge,0.4717545102439828
Ta,Zn,0.75,0.25,hollow,-1.011778028753696
Nb,Hg,0.75,0.25,hollow,-1.0121999412576486
V,Ni,0.75,0.25,hollow,-1.0122951810580787
Hf,V,0.5,0.5,hollow,-1.0123649782571815
Zr,Cu,0.75,0.25,hollow,-1.0128132858580727
Ag,Zn,0.5,0.5,bridge,0.4734248809409394
Mn,Zr,0.5,0.5,top,0.4735218895412174
Ag,Cu,0.75,0.25,bridge,0.4750302166367248
Zn,La,0.75,0.25,top,0.4751270891365777
V,Cr,0.75,0.25,hollow,-1.0152416296577655
Nb,Cd,0.75,0.25,hollow,-1.0154910220580575
Zr,Pt,0.75,0.25,hollow,-1.0155865339574746
Ta,Os,0.75,0.25,hollow,-1.015844770058692
Hf,Co,0.75,0.25,hollow,-1.0161517144578909
Ti,Ta,0.75,0.25,hollow,-1.0164245085570371
Hf,Zn,0.75,0.25,top,0.476778411940387
Zr,Ag,0.75,0.25,hollow,-1.0168647887576014
Hf,Cu,0.75,0.25,hollow,-1.0176411295533114
Y,Tc,0.75,0.25,hollow,-1.0177537846566054
V,Ag,0.75,0.25,hollow,-1.0180890289547904
Hf,Ni,0.75,0.25,hollow,-1.0183171963571738
Ti,Hf,0.75,0.25,hollow,-1.0188369337547272
Ti,W,0.75,0.25,hollow,-1.0190988433596146
Zn,Ir,0.75,0.25,hollow,0.4791755988417492
V,Au,0.75,0.25,hollow,-1.020260497359203
Cd,Cu,0.5,0.5,top,0.4803197014416867
Y,Mo,0.75,0.25,hollow,-1.0205652648573675
Zr,Ti,0.75,0.25,hollow,-1.020667035357263
Hf,Mn,0.75,0.25,hollow,-1.0208296234586385
Zr,V,0.75,0.25,hollow,-1.0211528946556143
V,Ta,0.75,0.25,hollow,-1.0230262624563409
Zr,Ir,0.75,0.25,hollow,-1.023088712560792
V,Ag,0.75,0.25,hollow,-1.023126536357239
Sc,W,0.75,0.25,hollow,-1.0241894129567015
Ti,Zr,0.5,0.5,hollow,-1.0243551302582716
Zr,Tc,0.75,0.25,hollow,-1.0243955392570283
Hf,Y,0.5,0.5,top,0.4848284917398189
Ti,Cr,0.75,0.25,hollow,-1.0249106506589385
Ag,Ni,0.75,0.25,bridge,0.4850159781426839
Nb,Ti,0.75,0.25,hollow,-1.025706311555922
Nb,Cu,0.75,0.25,hollow,-1.026397208660427
Co,Nb,0.75,0.25,top,0.4864973658414158
Y,Os,0.75,0.25,hollow,-1.0267817055564308
Y,Cr,0.75,0.25,hollow,-1.02772308335895
Hf,Pt,0.75,0.25,hollow,-1.027905263555084
Ti,Ir,0.75,0.25,hollow,-1.0285699016594378
Ta,Ag,0.75,0.25,hollow,-1.028761333657684
Ag,Cu,0.75,0.25,bridge,0.4899216464409903
Fe,Zr,0.5,0.5,top,0.4904179821396894
Y,Ru,0.75,0.25,hollow,-1.0314375732550332
Ti,Ni,0.75,0.25,hollow,-1.0317646540561043
Zr,W,0.75,0.25,hollow,-1.0317967635591856
W,Hg,0.75,0.25,hollow,-1.0320309174594229
W,Au,0.75,0.25,hollow,-1.0323465695609857
Cu,Au,0.75,0.25,top,0.4926576150401445
V,Cr,0.75,0.25,hollow,-1.033015153158857
Ta,Cu,0.75,0.25,hollow,-1.0334242763555892
V,Ir,0.75,0.25,hollow,-1.0334248206590644
Ti,Zn,0.75,0.25,top,0.4936660689427583
Y,Zn,0.75,0.25,hollow,-1.0339173466590807
Hf,Ti,0.5,0.5,hollow,-1.0341502761575327
Sc,V,0.75,0.25,hollow,-1.0342736797565235
Ta,Pt,0.75,0.25,hollow,-1.0345770866578905
Ag,Cu,0.5,0.5,bridge,0.4946981966432133
Hf,Mo,0.75,0.25,hollow,-1.03573615556067
Au,Ti,0.75,0.25,top,0.4961621691445828
Ir,Ta,0.75,0.25,top,0.4964001327435028
Hf,W,0.75,0.25,hollow,-1.036663791658583
Sc,Mo,0.75,0.25,hollow,-1.0368222979586506
Au,V,0.75,0.25,top,0.4973151154418076
Ta,Ag,0.75,0.25,hollow,-1.0373963221563542
Au,Ag,0.75,0.25,bridge,0.4974273624439149
Zr,Cd,0.75,0.25,hollow,-1.0375345559577624
Co,Fe,0.75,0.25,bridge,0.4975718548458019
Ag,Pd,0.75,0.25,bridge,0.4978298188443943
W,Cd,0.75,0.25,hollow,-1.0379981018586193
Sc,Mo,0.75,0.25,hollow,-1.0382367456613508
Ti,Mo,0.75,0.25,hollow,-1.0383571560587086
Zr,Ag,0.75,0.25,hollow,-1.0387228770586887
Zr,Hg,0.75,0.25,hollow,-1.0389804328578691
Ag,Cu,0.75,0.25,top,0.499284947539337
Nb,Ag,0.75,0.25,hollow,-1.039290914660313
Hf,Cu,0.75,0.25,hollow,-1.0394257471552637
Hf,Tc,0.75,0.25,hollow,-1.0397064325579493
V,Cu,0.75,0.25,hollow,-1.039755685159406
Hf,Pd,0.75,0.25,hollow,-1.039939906258013
Nb,Re,0.5,0.5,top,0.5003144902412089
Au,Cr,0.75,0.25,top,0.5004514995426064
Fe,Hf,0.5,0.5,top,0.5009172224463612
Ta,Rh,0.75,0.25,hollow,-1.040919379959604
Hf,Ti,0.75,0.25,hollow,-1.0413520409556156
Nb,Au,0.75,0.25,hollow,-1.041499798756348
Y,Cu,0.75,0.25,hollow,-1.0417630689580335
