system_id,composition_fraction
random1111912,"{'Ag': 0.25, 'Na': 0.5, 'Sb': 0.25}"
random738845,"{'Cu': 0.75, 'Sc': 0.25}"
random64092,"{'Al': 0.75, 'Ni': 0.25}"
random1052718,"{'Al': 0.8571428571428571, 'Tc': 0.14285714285714285}"
random236828,"{'Al': 0.7333333333333333, 'Mn': 0.26666666666666666}"
random2327118,"{'V': 0.4, 'In': 0.06666666666666667, 'S': 0.5333333333333333}"
random22863,"{'Ga': 0.5, 'Pd': 0.5}"
random1133645,"{'Cd': 0.3333333333333333, 'Pb': 0.3333333333333333, 'Sr': 0.3333333333333333}"
random599488,"{'Fe': 0.8, 'V': 0.2}"
random867836,"{'Y': 0.14285714285714285, 'Re': 0.5714285714285714, 'Si': 0.2857142857142857}"
random334448,"{'Ca': 0.48148148148148145, 'Al': 0.5185185185185185}"
random652620,"{'Sc': 0.16666666666666666, 'Ni': 0.8333333333333334}"
random1973955,"{'Ru': 0.5, 'Sb': 0.25, 'Sc': 0.25}"
random1783945,"{'Si': 0.42857142857142855, 'N': 0.5714285714285714}"
random1966598,"{'Hf': 0.3333333333333333, 'Ni': 0.5, 'Si': 0.16666666666666666}"
random590322,"{'Hf': 0.6428571428571429, 'Fe': 0.07142857142857142, 'Mo': 0.2857142857142857}"
random589966,"{'In': 0.25, 'Ga': 0.25, 'As': 0.5}"
random1748046,"{'Zr': 0.6060606060606061, 'Sn': 0.3939393939393939}"
random1472080,"{'Ta': 0.25, 'Cu': 0.25, 'S': 0.5}"
random588838,"{'Rh': 0.3333333333333333, 'Sb': 0.3333333333333333, 'Zr': 0.3333333333333333}"
random2408308,"{'Ti': 0.5, 'Ni': 0.5}"
random2305983,"{'Sr': 0.4, 'Cd': 0.2, 'N': 0.4}"
random356894,"{'Ca': 0.5, 'Sn': 0.25, 'Tl': 0.25}"
random1827393,"{'Mo': 0.3333333333333333, 'S': 0.6666666666666666}"
random1683710,"{'In': 0.35714285714285715, 'Cu': 0.07142857142857142, 'Se': 0.5714285714285714}"
random1041295,"{'Ca': 0.3333333333333333, 'Sn': 0.3333333333333333, 'Hg': 0.3333333333333333}"
random250847,"{'Al': 0.2222222222222222, 'Fe': 0.1111111111111111, 'Hf': 0.6666666666666666}"
random2351124,"{'Zn': 0.5, 'Rh': 0.5}"
random1674825,"{'Nb': 0.75, 'P': 0.25}"
random1547962,"{'Al': 0.25, 'Ru': 0.5, 'Si': 0.25}"
random438049,"{'Ti': 0.5, 'Rh': 0.5}"
random11460,"{'Se': 0.5, 'Sn': 0.5}"
random2247279,{'Sn': 1.0}
random2349756,"{'Ca': 0.6, 'Hg': 0.4}"
random1994025,"{'Al': 0.6666666666666666, 'Ti': 0.3333333333333333}"
random1232116,"{'Ti': 0.5, 'Sb': 0.5}"
random200402,"{'Se': 0.6666666666666666, 'Ta': 0.3333333333333333}"
random299210,"{'Al': 0.6666666666666666, 'Zr': 0.3333333333333333}"
random775338,"{'Si': 0.6, 'Ru': 0.4}"
random1467599,"{'In': 0.3333333333333333, 'Pt': 0.6666666666666666}"
random282895,{'Zr': 1.0}
random569932,"{'Nb': 0.75, 'P': 0.25}"
random868217,"{'Au': 0.3333333333333333, 'Tl': 0.6666666666666666}"
random1697278,{'Ti': 1.0}
random2475139,{'Cd': 1.0}
random580777,"{'Mo': 0.3333333333333333, 'Se': 0.5, 'S': 0.16666666666666666}"
random2255297,"{'Hf': 0.5555555555555556, 'Ge': 0.4444444444444444}"
random1462800,"{'Ti': 0.75, 'Ga': 0.25}"
random2104186,"{'Hf': 0.25, 'Al': 0.75}"
random508381,{'Ca': 1.0}
random993600,"{'Ru': 0.3333333333333333, 'Se': 0.6666666666666666}"
random2448829,"{'Te': 0.5, 'Rh': 0.5}"
random2284512,"{'Ag': 0.5, 'Pt': 0.5}"
random817581,"{'Y': 0.16666666666666666, 'P': 0.8333333333333334}"
random2163947,"{'Ni': 0.5, 'Ge': 0.25, 'P': 0.25}"
random1765525,"{'Sb': 0.7272727272727273, 'Te': 0.2727272727272727}"
random1717449,"{'Y': 0.3333333333333333, 'Ni': 0.3333333333333333, 'Ge': 0.3333333333333333}"
random1196662,"{'Nb': 0.75, 'Te': 0.25}"
random2191958,"{'Ga': 0.8333333333333334, 'Pd': 0.16666666666666666}"
random1603606,"{'In': 0.25, 'P': 0.75}"
random2038164,"{'V': 0.75, 'Rh': 0.25}"
random1388025,"{'Co': 0.5, 'Si': 0.25, 'Ge': 0.25}"
random1796912,"{'Y': 0.75, 'Ni': 0.25}"
random1266100,{'Ti': 1.0}
random450460,"{'Ti': 0.38461538461538464, 'Te': 0.6153846153846154}"
random1411803,"{'Ir': 0.5, 'Ru': 0.5}"
random25340,{'K': 1.0}
random2140105,"{'Fe': 0.5, 'Se': 0.5}"
random2015306,"{'Hf': 0.6666666666666666, 'Zn': 0.3333333333333333}"
random2028395,"{'As': 0.3333333333333333, 'Ir': 0.3333333333333333, 'Se': 0.3333333333333333}"
random2266943,"{'Al': 0.3333333333333333, 'Pd': 0.6666666666666666}"
random2175111,"{'Ir': 0.3333333333333333, 'Te': 0.6666666666666666}"
random828230,"{'S': 0.875, 'N': 0.125}"
random2325231,"{'V': 0.5, 'Os': 0.5}"
random1677600,"{'In': 0.4090909090909091, 'Pt': 0.5909090909090909}"
random2141538,"{'Cu': 0.5, 'Te': 0.5}"
random1173772,"{'In': 0.75, 'Pb': 0.25}"
random1356683,{'K': 1.0}
random435044,"{'Ta': 0.5, 'N': 0.5}"
random2156141,{'Si': 1.0}
random99237,{'Rh': 1.0}
random630964,"{'Si': 0.25, 'Zr': 0.75}"
random2406654,"{'Cd': 0.5, 'Te': 0.5}"
random786658,"{'N': 0.5, 'V': 0.5}"
random2285620,"{'K': 0.25, 'Fe': 0.25, 'S': 0.5}"
random456809,"{'Ga': 0.125, 'Ni': 0.5, 'Ge': 0.375}"
random2152338,"{'Te': 0.6666666666666666, 'W': 0.3333333333333333}"
random389090,"{'Ca': 0.5, 'Si': 0.5}"
random1370275,"{'Ti': 0.5714285714285714, 'P': 0.42857142857142855}"
random476814,"{'V': 0.75, 'Ge': 0.25}"
random1797289,"{'Sr': 0.6666666666666666, 'Pb': 0.3333333333333333}"
random2360395,"{'Rb': 0.14285714285714285, 'Te': 0.8571428571428571}"
random731480,"{'Mn': 0.14285714285714285, 'Sb': 0.2857142857142857, 'S': 0.5714285714285714}"
random2329018,"{'Nb': 0.4, 'Bi': 0.06666666666666667, 'Te': 0.5333333333333333}"
random2227720,"{'Mo': 0.5, 'Pt': 0.5}"
random2354298,"{'Cr': 0.14285714285714285, 'Te': 0.5714285714285714, 'V': 0.2857142857142857}"
random1705407,"{'Ni': 0.3333333333333333, 'Sb': 0.3333333333333333, 'Sc': 0.3333333333333333}"
random2441685,"{'Al': 0.75, 'Ni': 0.25}"
random1866343,"{'P': 0.5, 'S': 0.5}"
random2184128,"{'Ca': 0.2, 'Co': 0.4, 'P': 0.4}"
random770730,"{'Fe': 0.125, 'Ni': 0.125, 'P': 0.75}"
random1694452,"{'Te': 0.6666666666666666, 'Au': 0.3333333333333333}"
random954824,"{'Sc': 0.25, 'Ni': 0.75}"
random499785,"{'Cr': 0.6666666666666666, 'As': 0.3333333333333333}"
random2008367,"{'Tl': 0.2, 'Cu': 0.4, 'Te': 0.4}"
random1462801,"{'Ca': 0.3333333333333333, 'Pd': 0.3333333333333333, 'Zn': 0.3333333333333333}"
random2197626,"{'Fe': 0.3333333333333333, 'Ge': 0.6666666666666666}"
random1375360,"{'Sr': 0.14285714285714285, 'In': 0.42857142857142855, 'Au': 0.42857142857142855}"
random522460,"{'Al': 0.3333333333333333, 'Ge': 0.3333333333333333, 'Sc': 0.3333333333333333}"
random1898900,"{'Ni': 0.14285714285714285, 'Rh': 0.2857142857142857, 'S': 0.5714285714285714}"
random2144966,"{'Rb': 0.5, 'As': 0.5}"
random1281277,"{'Mo': 0.5, 'N': 0.5}"
random618836,"{'S': 0.6666666666666666, 'Sn': 0.3333333333333333}"
random428746,"{'Co': 0.25, 'Re': 0.75}"
random996859,"{'Te': 0.6666666666666666, 'Pd': 0.3333333333333333}"
random1075289,"{'Zr': 0.5, 'Rh': 0.5}"
random452848,"{'Ca': 0.6, 'Bi': 0.2, 'P': 0.2}"
random1054093,{'Mo': 1.0}
random282120,"{'Ni': 0.5, 'Sn': 0.25, 'Ti': 0.25}"
random1257125,"{'In': 0.6666666666666666, 'Sc': 0.3333333333333333}"
random2143086,"{'Ag': 0.25, 'Ca': 0.5, 'Sn': 0.25}"
random282268,"{'Ga': 0.25, 'Ir': 0.5, 'Sc': 0.25}"
random1120944,"{'Y': 0.45454545454545453, 'In': 0.36363636363636365, 'Pd': 0.18181818181818182}"
random693467,"{'Ga': 0.2222222222222222, 'Mo': 0.3333333333333333, 'Si': 0.4444444444444444}"
random1694518,"{'Ca': 0.16666666666666666, 'Ni': 0.8333333333333334}"
random545891,"{'Cr': 0.3333333333333333, 'Si': 0.6666666666666666}"
random756798,"{'Hf': 0.3333333333333333, 'Ni': 0.3333333333333333, 'Sb': 0.3333333333333333}"
random2081996,"{'Pd': 0.25, 'Au': 0.75}"
random1543353,"{'Zr': 0.75, 'In': 0.25}"
random993135,"{'Ti': 0.5, 'Ni': 0.5}"
random1888216,"{'In': 0.5, 'Te': 0.5}"
random1943083,"{'Rb': 0.75, 'Sb': 0.25}"
random1571622,"{'Rh': 0.75, 'Sb': 0.25}"
random564352,"{'Al': 0.3333333333333333, 'Pd': 0.6666666666666666}"
random36272,"{'Al': 0.4, 'Hf': 0.6}"
random2358358,"{'Ta': 0.3333333333333333, 'Pd': 0.6666666666666666}"
random1997781,"{'Au': 0.8, 'Sc': 0.2}"
random697200,"{'Sn': 0.4, 'S': 0.6}"
random1192388,"{'Al': 0.75, 'Mo': 0.25}"
random942917,{'Hg': 1.0}
random1849476,"{'Mn': 0.16666666666666666, 'Al': 0.3333333333333333, 'Cr': 0.5}"
random1431547,{'Hg': 1.0}
random634170,"{'Hf': 0.5, 'Ir': 0.25, 'Mo': 0.25}"
random1627031,"{'Ti': 0.3333333333333333, 'Si': 0.6666666666666666}"
random1771879,"{'Pd': 0.1111111111111111, 'Se': 0.2222222222222222, 'Cl': 0.6666666666666666}"
random1719047,"{'Y': 0.2, 'Fe': 0.4, 'Ge': 0.4}"
random1964978,"{'Bi': 0.3333333333333333, 'Pb': 0.1111111111111111, 'Te': 0.5555555555555556}"
random457518,"{'In': 0.25, 'Ni': 0.75}"
random650465,"{'As': 0.25, 'Co': 0.25, 'Mn': 0.5}"
random1976469,"{'Al': 0.6153846153846154, 'Mn': 0.38461538461538464}"
random521272,"{'Al': 0.3333333333333333, 'Co': 0.3333333333333333, 'Zr': 0.3333333333333333}"
random1062528,{'Cs': 1.0}
random1467274,"{'Cr': 0.75, 'V': 0.25}"
random757973,"{'Hg': 0.14285714285714285, 'P': 0.14285714285714285, 'Pt': 0.7142857142857143}"
random713047,"{'Al': 0.25, 'Mn': 0.25, 'Rh': 0.5}"
random537400,"{'Sr': 0.42857142857142855, 'W': 0.14285714285714285, 'N': 0.42857142857142855}"
random522110,"{'Cu': 0.5, 'Zr': 0.5}"
random1204518,"{'S': 0.6666666666666666, 'N': 0.3333333333333333}"
random384975,"{'Hf': 0.6, 'N': 0.4}"
random693340,"{'Al': 0.375, 'Ni': 0.625}"
random2368264,"{'Sc': 0.75, 'Co': 0.25}"
random2089352,"{'Zr': 0.6, 'Si': 0.4}"
random1346940,"{'Mo': 0.25, 'Re': 0.5, 'Ti': 0.25}"
random2248632,"{'Hf': 0.625, 'Si': 0.375}"
random230143,"{'As': 0.5, 'Sb': 0.5}"
random781523,"{'Cl': 0.5, 'Rb': 0.5}"
random2000944,"{'Ca': 0.3333333333333333, 'Zn': 0.6666666666666666}"
random773787,"{'Ag': 0.6666666666666666, 'S': 0.3333333333333333}"
random490116,"{'Ge': 0.5, 'Ir': 0.3, 'Y': 0.2}"
random1736838,"{'Ca': 0.3333333333333333, 'N': 0.5, 'P': 0.16666666666666666}"
random1344607,"{'Zn': 0.75, 'Pt': 0.25}"
random974595,"{'K': 0.3333333333333333, 'Hg': 0.6666666666666666}"
random1476528,{'K': 1.0}
random1561325,"{'Zr': 0.3333333333333333, 'Si': 0.3333333333333333, 'S': 0.3333333333333333}"
random2113418,"{'Hg': 0.5, 'Te': 0.5}"
random1770993,"{'Te': 0.6666666666666666, 'Au': 0.3333333333333333}"
random1865087,"{'Al': 0.25, 'Fe': 0.375, 'Si': 0.375}"
random1508084,"{'Ni': 0.3333333333333333, 'As': 0.6666666666666666}"
random1304328,"{'Na': 0.25, 'In': 0.75}"
random565553,"{'Ti': 0.75, 'P': 0.25}"
random1433014,"{'Cu': 0.3333333333333333, 'S': 0.5, 'Si': 0.16666666666666666}"
random1440070,"{'Pb': 0.5555555555555556, 'Rh': 0.4444444444444444}"
random1523641,"{'Te': 0.6666666666666666, 'Mo': 0.3333333333333333}"
random564114,"{'Ru': 0.25, 'Rh': 0.75}"
random1770684,{'Bi': 1.0}
random1261431,"{'V': 0.5, 'Tc': 0.5}"
random1306706,"{'Al': 0.1111111111111111, 'Mo': 0.2962962962962963, 'S': 0.5925925925925926}"
random1454930,"{'K': 0.2, 'Cu': 0.2, 'Cl': 0.6}"
random967074,"{'Zr': 0.25, 'Te': 0.75}"
random1167208,"{'Mo': 0.5, 'Pt': 0.5}"
random2453326,"{'Hf': 0.2222222222222222, 'Ni': 0.7777777777777778}"
random2056179,"{'Ni': 0.5, 'Zn': 0.25, 'Zr': 0.25}"
random1198904,"{'Ca': 0.3333333333333333, 'Au': 0.6666666666666666}"
random1282865,"{'Te': 0.5, 'Rh': 0.5}"
random451371,"{'Tl': 0.06666666666666667, 'Mo': 0.4, 'S': 0.5333333333333333}"
random1516862,"{'Ti': 0.5, 'Fe': 0.5}"
random1611052,"{'In': 0.3125, 'Pt': 0.6875}"
random1820569,"{'Sr': 0.625, 'Cd': 0.375}"
random1880124,"{'Nb': 0.25, 'Zn': 0.75}"
random1169405,"{'Au': 0.3333333333333333, 'In': 0.6666666666666666}"
random2274387,"{'Hf': 0.42857142857142855, 'N': 0.5714285714285714}"
random1538327,"{'Hf': 0.4, 'Se': 0.6}"
random1322344,"{'Ca': 0.6666666666666666, 'N': 0.3333333333333333}"
random2221770,"{'Hf': 0.3333333333333333, 'Al': 0.6666666666666666}"
random1729340,"{'Co': 0.14285714285714285, 'Si': 0.42857142857142855, 'P': 0.42857142857142855}"
random1332718,"{'Sc': 0.25, 'Zn': 0.75}"
random318768,"{'Zr': 0.25, 'Zn': 0.75}"
random1274538,"{'Y': 0.5714285714285714, 'Co': 0.42857142857142855}"
random1285636,"{'Al': 0.5185185185185185, 'Ca': 0.48148148148148145}"
random35310,"{'Al': 0.6666666666666666, 'Pd': 0.3333333333333333}"
random1489818,"{'Hf': 0.6, 'N': 0.4}"
random841717,"{'Ti': 0.5, 'Rh': 0.5}"
random975134,"{'Sr': 0.2, 'As': 0.4, 'Pt': 0.4}"
random1116800,"{'Si': 0.3333333333333333, 'Se': 0.6666666666666666}"
random2040128,"{'Au': 0.25, 'Cd': 0.25, 'Sc': 0.5}"
random2104482,"{'In': 0.5, 'As': 0.25, 'P': 0.25}"
random2228156,"{'Ga': 0.4, 'S': 0.6}"
random1046266,"{'W': 0.3333333333333333, 'S': 0.6666666666666666}"
random1906696,"{'Ga': 0.4117647058823529, 'Te': 0.5882352941176471}"
random148436,"{'Y': 0.5, 'Te': 0.5}"
random1276803,"{'Sc': 0.2222222222222222, 'Ge': 0.4444444444444444, 'Mo': 0.3333333333333333}"
random2324350,"{'C': 0.8888888888888888, 'K': 0.1111111111111111}"
random1338392,"{'Ca': 0.625, 'Zn': 0.375}"
random2044323,"{'K': 0.75, 'Mn': 0.25}"
random442832,"{'Al': 0.08333333333333333, 'V': 0.75, 'Au': 0.16666666666666666}"
random2148692,"{'Hf': 0.42857142857142855, 'In': 0.5714285714285714}"
random1732956,"{'Ag': 0.6666666666666666, 'S': 0.3333333333333333}"
random525006,"{'W': 0.2, 'Cl': 0.8}"
random1499605,"{'Fe': 0.3333333333333333, 'Te': 0.3333333333333333, 'Zr': 0.3333333333333333}"
random1947440,"{'Si': 0.14285714285714285, 'Sb': 0.14285714285714285, 'Pt': 0.7142857142857143}"
random2373369,"{'Cs': 0.2, 'Cd': 0.2, 'Cl': 0.6}"
random1785111,"{'Mn': 0.14285714285714285, 'Cu': 0.2857142857142857, 'Cl': 0.5714285714285714}"
random1586153,"{'Hf': 0.3333333333333333, 'Mn': 0.6666666666666666}"
random2273777,"{'Zr': 0.5, 'P': 0.5}"
random1400662,"{'Nb': 0.3333333333333333, 'P': 0.6666666666666666}"
random705290,"{'Hf': 0.375, 'Rh': 0.625}"
random1189813,{'Rb': 1.0}
random1227494,"{'Cu': 0.75, 'Ga': 0.25}"
random1491002,"{'Nb': 0.3333333333333333, 'Ge': 0.3333333333333333, 'Sb': 0.3333333333333333}"
random1806783,"{'Hf': 0.42857142857142855, 'N': 0.5714285714285714}"
random2077593,"{'Ag': 0.6666666666666666, 'Te': 0.3333333333333333}"
random463985,"{'As': 0.3333333333333333, 'Pd': 0.6666666666666666}"
random516738,"{'Ti': 0.75, 'Pd': 0.25}"
random2292166,"{'Tc': 0.25, 'Os': 0.75}"
random1051507,"{'In': 0.25, 'Na': 0.75}"
random764978,"{'Ir': 0.5, 'Sc': 0.5}"
random231110,"{'Ca': 0.2857142857142857, 'Ge': 0.2857142857142857, 'Ni': 0.42857142857142855}"
random1537551,"{'As': 0.6666666666666666, 'Ru': 0.3333333333333333}"
random929769,"{'Zn': 0.75, 'Ag': 0.25}"
random1572689,"{'Cu': 0.3333333333333333, 'Ge': 0.16666666666666666, 'Se': 0.5}"
random2287988,"{'Cr': 0.38461538461538464, 'Se': 0.6153846153846154}"
random46087,"{'Ta': 0.3333333333333333, 'Se': 0.6666666666666666}"
random2176092,"{'Y': 0.5714285714285714, 'Co': 0.42857142857142855}"
random311229,"{'Ti': 0.5, 'Ag': 0.5}"
random1793762,"{'Ca': 0.75, 'Cd': 0.25}"
random2054982,"{'Sr': 0.6666666666666666, 'Ge': 0.3333333333333333}"
random896557,"{'Ag': 0.06666666666666667, 'Mo': 0.4, 'S': 0.5333333333333333}"
random539180,"{'Ir': 0.25, 'Zn': 0.75}"
random2475209,"{'Re': 0.75, 'Tc': 0.25}"
random1182840,"{'Ga': 0.75, 'Tc': 0.25}"
random1399190,"{'Fe': 0.3333333333333333, 'Te': 0.3333333333333333, 'Zr': 0.3333333333333333}"
random1605574,"{'Pt': 0.5, 'Ti': 0.25, 'Zn': 0.25}"
random550749,"{'Sn': 0.5, 'Ir': 0.5}"
random869734,"{'Na': 0.75, 'Pd': 0.25}"
random16678,"{'Cr': 0.2, 'Ga': 0.8}"
random497677,{'Rb': 1.0}
random2485389,{'Te': 1.0}
random2201425,"{'Hf': 0.25, 'Pt': 0.75}"
random819752,"{'Pt': 0.6666666666666666, 'Y': 0.3333333333333333}"
random1473353,"{'Ti': 0.25, 'Fe': 0.4166666666666667, 'P': 0.3333333333333333}"
random1056775,"{'K': 0.3333333333333333, 'Cd': 0.3333333333333333, 'Sb': 0.3333333333333333}"
random676020,"{'Mo': 0.4, 'Se': 0.5333333333333333, 'Tl': 0.06666666666666667}"
random494781,"{'K': 0.5, 'Ge': 0.5}"
random1153370,"{'K': 0.5, 'Ca': 0.5}"
random685797,{'Nb': 1.0}
random1280584,"{'K': 0.2, 'Fe': 0.4, 'As': 0.4}"
random611017,"{'Ca': 0.5, 'Te': 0.5}"
random20821,"{'Au': 0.3333333333333333, 'Pb': 0.6666666666666666}"
random1308931,"{'Ge': 0.3333333333333333, 'S': 0.6666666666666666}"
random2348735,"{'Sn': 0.25, 'Zr': 0.75}"
random1050264,"{'Al': 0.125, 'Cu': 0.125, 'Ni': 0.75}"
random504465,"{'Ca': 0.2727272727272727, 'Ga': 0.7272727272727273}"
random286878,{'Zn': 1.0}
random1996173,"{'Rh': 0.36, 'Te': 0.64}"
random2239897,{'In': 1.0}
random830905,"{'Cd': 0.25, 'Pd': 0.75}"
random1551983,"{'Cs': 0.4, 'In': 0.6}"
random1319977,"{'Ni': 0.75, 'P': 0.25}"
random381678,"{'Bi': 0.4, 'S': 0.2, 'Te': 0.4}"
random1319788,"{'Na': 0.5555555555555556, 'As': 0.4444444444444444}"
random561175,"{'K': 0.25, 'Te': 0.25, 'P': 0.5}"
random1617510,"{'Ta': 0.6666666666666666, 'Si': 0.3333333333333333}"
random1307588,"{'Ga': 0.25, 'Ag': 0.25, 'Se': 0.5}"
random230493,"{'Sr': 0.25, 'Ca': 0.25, 'Zn': 0.5}"
random1936263,"{'Al': 0.3333333333333333, 'Cr': 0.3333333333333333, 'Ge': 0.3333333333333333}"
random657207,"{'Mo': 0.16666666666666666, 'W': 0.16666666666666666, 'Se': 0.6666666666666666}"
random2326861,"{'Ni': 0.5, 'Te': 0.5}"
random866851,"{'Zn': 0.9411764705882353, 'Zr': 0.058823529411764705}"
random353821,"{'Zr': 0.5, 'Rh': 0.5}"
random1154006,{'Hg': 1.0}
random2220863,"{'Pd': 0.75, 'Au': 0.25}"
random1006016,"{'Pd': 0.2, 'Sn': 0.8}"
random802030,"{'Al': 0.25, 'Cu': 0.25, 'Pt': 0.5}"
random6638,"{'Ge': 0.6, 'Ir': 0.2, 'Sr': 0.2}"
random511897,"{'Mn': 0.25, 'Si': 0.25, 'Tc': 0.5}"
random1847134,"{'Al': 0.25, 'Mn': 0.5, 'Re': 0.25}"
random1385589,"{'Zr': 0.3125, 'Sc': 0.3125, 'Ga': 0.375}"
random255459,"{'In': 0.25, 'Ti': 0.75}"
random876317,"{'Nb': 0.4, 'Se': 0.6}"
random565151,"{'Ru': 0.5, 'Sn': 0.25, 'V': 0.25}"
random890983,"{'Te': 0.5, 'Mo': 0.3333333333333333, 'S': 0.16666666666666666}"
random1293317,{'Ti': 1.0}
random521862,"{'Nb': 0.75, 'P': 0.25}"
random1257096,"{'Al': 0.6666666666666666, 'Cu': 0.3333333333333333}"
random2098329,"{'Zr': 0.3333333333333333, 'Ga': 0.3333333333333333, 'Pt': 0.3333333333333333}"
random640978,"{'Ag': 0.5, 'Au': 0.5}"
random1810046,"{'Ti': 0.5, 'Si': 0.5}"
random1249518,"{'Al': 0.7272727272727273, 'Mo': 0.2727272727272727}"
random1647298,{'Ge': 1.0}
random717792,"{'As': 0.2, 'C': 0.2, 'Cr': 0.6}"
random2130391,"{'Nb': 0.625, 'Si': 0.125, 'Sn': 0.25}"
random1767355,"{'Zr': 0.3333333333333333, 'Cr': 0.6666666666666666}"
random1002742,"{'Co': 0.8947368421052632, 'Y': 0.10526315789473684}"
random2147815,"{'Mn': 0.375, 'Fe': 0.125, 'As': 0.5}"
random626188,"{'Fe': 0.6363636363636364, 'Ge': 0.36363636363636365}"
random2227729,"{'Co': 0.75, 'P': 0.25}"
random1286176,"{'Ge': 0.6666666666666666, 'Mo': 0.3333333333333333}"
random2298627,"{'Al': 0.5555555555555556, 'C': 0.3333333333333333, 'N': 0.1111111111111111}"
random1423045,"{'Ge': 0.7, 'Ir': 0.3}"
random690426,"{'In': 0.45454545454545453, 'Se': 0.45454545454545453, 'Cl': 0.09090909090909091}"
random1287496,"{'S': 0.3333333333333333, 'Tl': 0.6666666666666666}"
random65757,"{'Ti': 0.625, 'Si': 0.375}"
random1667286,"{'Ru': 0.25, 'Zn': 0.75}"
random2019016,"{'In': 0.25, 'Rh': 0.5, 'Ti': 0.25}"
random478638,"{'Si': 0.6666666666666666, 'W': 0.3333333333333333}"
random2124355,"{'Co': 0.125, 'Si': 0.5, 'Ni': 0.375}"
random573288,"{'Sr': 0.3333333333333333, 'Ga': 0.6666666666666666}"
random578444,"{'Ca': 0.5, 'Ga': 0.25, 'Zn': 0.25}"
random2113046,"{'Fe': 0.3333333333333333, 'Co': 0.3333333333333333, 'Si': 0.3333333333333333}"
random2045992,"{'Zn': 0.14285714285714285, 'P': 0.14285714285714285, 'Pt': 0.7142857142857143}"
random695807,{'Cs': 1.0}
random2190083,"{'Cr': 0.3333333333333333, 'Se': 0.6666666666666666}"
random995906,"{'Cl': 0.5, 'K': 0.4, 'Na': 0.1}"
random1149578,"{'Si': 0.6666666666666666, 'Zr': 0.3333333333333333}"
random562598,"{'Ir': 0.25, 'Nb': 0.375, 'V': 0.375}"
random1202692,"{'In': 0.5, 'Ni': 0.5}"
random1846692,"{'As': 0.3333333333333333, 'Pd': 0.6666666666666666}"
random490218,"{'Bi': 0.2857142857142857, 'Pd': 0.42857142857142855, 'S': 0.2857142857142857}"
random1424732,"{'Mo': 0.5, 'V': 0.5}"
random2217172,"{'Na': 0.3333333333333333, 'Cu': 0.3333333333333333, 'Te': 0.3333333333333333}"
random1079475,{'Rb': 1.0}
random1080429,"{'Si': 0.42857142857142855, 'N': 0.5714285714285714}"
random314423,"{'Sr': 0.4166666666666667, 'Ca': 0.25, 'Si': 0.3333333333333333}"
random1312586,{'K': 1.0}
random1504314,"{'Ca': 0.2222222222222222, 'Ag': 0.7777777777777778}"
random773852,"{'Ge': 0.5, 'Te': 0.5}"
random734125,"{'Ga': 0.5, 'Sc': 0.5}"
random1441593,{'Cs': 1.0}
random940457,"{'Bi': 0.6666666666666666, 'K': 0.3333333333333333}"
random630237,"{'Ru': 0.5, 'Rh': 0.5}"
random2055937,{'Y': 1.0}
random1282231,"{'S': 0.5, 'Sr': 0.5}"
random1436385,"{'Mo': 0.2222222222222222, 'Si': 0.6666666666666666, 'Ti': 0.1111111111111111}"
random773915,"{'Ca': 0.6, 'N': 0.4}"
random2409791,"{'Al': 0.3333333333333333, 'Au': 0.6666666666666666}"
random799664,"{'Sc': 0.3333333333333333, 'Sn': 0.3333333333333333, 'Au': 0.3333333333333333}"
random2198465,"{'Fe': 0.5, 'Pt': 0.5}"
random1385777,"{'Pb': 0.5, 'S': 0.5}"
random1906251,"{'Zn': 0.3333333333333333, 'As': 0.6666666666666666}"
random1927242,"{'Ge': 0.2857142857142857, 'Mn': 0.7142857142857143}"
random1760088,"{'Cr': 0.5, 'As': 0.5}"
random2042109,"{'As': 0.16666666666666666, 'Pd': 0.8333333333333334}"
random754327,"{'Zr': 0.6666666666666666, 'Te': 0.2222222222222222, 'Ru': 0.1111111111111111}"
random583638,"{'In': 0.2857142857142857, 'Te': 0.5714285714285714, 'Zn': 0.14285714285714285}"
random1600737,"{'W': 0.3333333333333333, 'Se': 0.6666666666666666}"
random2155448,"{'Y': 0.25, 'Al': 0.75}"
random2389036,{'Hg': 1.0}
random23811,"{'Sb': 0.3333333333333333, 'Sr': 0.6666666666666666}"
random2053268,"{'Ti': 0.09090909090909091, 'P': 0.09090909090909091, 'Cl': 0.8181818181818182}"
random2071210,"{'Ni': 0.3333333333333333, 'As': 0.6666666666666666}"
random1384375,"{'Pd': 0.25, 'Au': 0.75}"
random697221,"{'Sc': 0.3333333333333333, 'Ag': 0.6666666666666666}"
random2399562,"{'Fe': 0.25, 'V': 0.75}"
random844637,{'Hg': 1.0}
random1668900,"{'As': 0.5, 'Y': 0.5}"
random2036710,"{'Cs': 0.6666666666666666, 'S': 0.3333333333333333}"
random1356753,"{'Bi': 0.25, 'Sb': 0.25, 'Pd': 0.5}"
random2419727,"{'Co': 0.3333333333333333, 'Te': 0.6666666666666666}"
random2009781,"{'Co': 0.3333333333333333, 'Cl': 0.6666666666666666}"
random984229,"{'Ca': 0.5, 'As': 0.5}"
random1924553,"{'Ti': 0.5, 'V': 0.5}"
random671886,"{'Te': 0.3333333333333333, 'P': 0.3333333333333333, 'Ir': 0.3333333333333333}"
