system_id,composition
random2432443,"{'Ge': 96, 'Os': 64, 'H': 1}"
random2394347,"{'Cr': 18, 'Rh': 54, 'H': 1}"
random2296675,"{'As': 16, 'K': 20, 'H': 1}"
random277272,"{'Sr': 20, 'In': 80, 'H': 1}"
random293590,"{'Y': 20, 'In': 10, 'Ge': 20, 'H': 1}"
random1546808,"{'Cr': 36, 'Nb': 24, 'Si': 36, 'H': 1}"
random742033,"{'Na': 48, 'Ag': 16, 'H': 1}"
random1652147,"{'Zn': 20, 'Pd': 60, 'H': 1}"
random2012495,"{'Ni': 24, 'S': 48, 'H': 1}"
random377969,"{'Hf': 40, 'Ge': 24, 'H': 1}"
random527897,"{'Hf': 72, 'H': 1}"
random2313665,"{'Ti': 32, 'Cr': 16, 'Ge': 40, 'H': 1}"
random1266182,"{'Re': 36, 'Se': 48, 'Cl': 12, 'H': 1}"
random791533,"{'Na': 36, 'Hg': 24, 'H': 1}"
random1144134,"{'In': 12, 'S': 36, 'Ta': 18, 'H': 1}"
random1189999,"{'Hf': 16, 'W': 32, 'H': 1}"
random1199608,"{'K': 24, 'S': 12, 'H': 1}"
random538049,"{'Pd': 48, 'H': 1}"
random316876,"{'Ti': 16, 'Al': 16, 'H': 1}"
random1019149,"{'Au': 32, 'Mn': 8, 'H': 1}"
random1641011,"{'Sb': 32, 'Ir': 32, 'H': 1}"
random2142512,"{'Ge': 48, 'Mo': 24, 'H': 1}"
random2334306,"{'Al': 36, 'Ga': 12, 'N': 48, 'H': 1}"
random2485923,"{'Y': 48, 'In': 16, 'H': 1}"
random2303592,"{'Y': 12, 'Zn': 60, 'H': 1}"
random540930,"{'Te': 24, 'Rh': 24, 'Cl': 24, 'H': 1}"
random1425850,"{'Hf': 36, 'Ge': 24, 'H': 1}"
random1402587,"{'Ta': 24, 'Ni': 24, 'As': 24, 'H': 1}"
random1316149,"{'Cu': 24, 'K': 9, 'S': 18, 'H': 1}"
random1976472,"{'K': 32, 'Ag': 64, 'H': 1}"
random935846,"{'Ni': 32, 'Si': 56, 'Ti': 32, 'H': 1}"
random192879,"{'Sb': 16, 'Rh': 32, 'H': 1}"
random575797,"{'V': 48, 'H': 1}"
random1516077,"{'Bi': 48, 'Pd': 48, 'H': 1}"
random831859,"{'Na': 16, 'H': 1}"
random2170185,"{'Nb': 126, 'S': 48, 'H': 1}"
random1049634,"{'Bi': 48, 'H': 1}"
random1987347,"{'Ca': 32, 'In': 16, 'H': 1}"
random1358876,"{'Rb': 8, 'Sb': 24, 'Se': 40, 'H': 1}"
random903311,"{'Ca': 18, 'Si': 36, 'H': 1}"
random1730210,"{'Na': 18, 'Pt': 18, 'H': 1}"
random1728095,"{'Tl': 32, 'S': 24, 'H': 1}"
random2145525,"{'Ta': 16, 'Os': 48, 'H': 1}"
random1997996,"{'S': 36, 'V': 18, 'H': 1}"
random2329374,"{'Ca': 16, 'Zn': 16, 'H': 1}"
random2274931,"{'Mo': 48, 'Ir': 16, 'H': 1}"
random2077244,"{'Y': 54, 'Cl': 54, 'H': 1}"
random882875,"{'Ge': 16, 'Mo': 48, 'H': 1}"
random731139,"{'Y': 18, 'In': 18, 'Rh': 18, 'H': 1}"
random1640415,"{'V': 48, 'Si': 48, 'Ni': 48, 'H': 1}"
random1877653,"{'In': 16, 'Na': 48, 'H': 1}"
random1915169,"{'Ga': 48, 'Ru': 16, 'H': 1}"
random1161312,"{'Ca': 4, 'Cd': 8, 'P': 8, 'H': 1}"
random24732,"{'Ca': 12, 'Pb': 4, 'Se': 16, 'H': 1}"
random764285,"{'Ti': 120, 'As': 40, 'H': 1}"
random1382159,"{'Nb': 24, 'Pt': 24, 'H': 1}"
random1481113,"{'Ni': 36, 'Si': 72, 'H': 1}"
random1626775,"{'Ga': 108, 'Rh': 24, 'H': 1}"
random1432419,"{'Nb': 48, 'Sn': 8, 'Ge': 8, 'H': 1}"
random1205875,"{'Cu': 8, 'Nb': 32, 'Si': 8, 'H': 1}"
random36956,"{'Sr': 16, 'In': 64, 'Ni': 16, 'H': 1}"
random2046187,"{'In': 12, 'As': 4, 'Se': 12, 'H': 1}"
random1821522,"{'Ti': 20, 'Cu': 4, 'Sn': 12, 'H': 1}"
random723359,"{'Sr': 48, 'Al': 16, 'Sb': 48, 'H': 1}"
random703110,"{'Re': 16, 'Ru': 16, 'V': 32, 'H': 1}"
random1579612,"{'K': 40, 'Bi': 32, 'H': 1}"
random76935,"{'Y': 32, 'Au': 64, 'H': 1}"
random2076716,"{'Re': 54, 'Ir': 18, 'H': 1}"
random658306,"{'S': 24, 'Cl': 48, 'H': 1}"
random919491,"{'Re': 48, 'Si': 84, 'H': 1}"
random1703634,"{'In': 48, 'Rh': 16, 'H': 1}"
random1848172,"{'Ta': 20, 'Zn': 60, 'H': 1}"
random1662779,"{'In': 32, 'Te': 32, 'H': 1}"
random1640518,"{'W': 96, 'C': 48, 'H': 1}"
random1672634,"{'Cr': 36, 'S': 36, 'H': 1}"
random1800246,"{'Ca': 48, 'In': 18, 'H': 1}"
random2000663,"{'Zr': 12, 'Se': 24, 'H': 1}"
random868919,"{'Ta': 72, 'Au': 24, 'H': 1}"
random8987,"{'Tc': 36, 'Os': 12, 'H': 1}"
random669985,"{'Na': 27, 'H': 1}"
random2018091,"{'Si': 138, 'H': 1}"
random1309779,"{'As': 48, 'H': 1}"
random2113599,"{'As': 16, 'Pd': 48, 'H': 1}"
random189826,"{'Hf': 48, 'Pd': 48, 'H': 1}"
random1201330,"{'Hf': 24, 'Tc': 48, 'H': 1}"
random1535867,"{'K': 48, 'Hg': 16, 'H': 1}"
random1586913,"{'V': 12, 'Ga': 30, 'H': 1}"
random1187491,"{'Tl': 32, 'Pd': 120, 'Pb': 8, 'H': 1}"
random659145,"{'Sr': 40, 'In': 24, 'H': 1}"
random388159,"{'Al': 72, 'Mo': 24, 'H': 1}"
random1970797,"{'Ti': 32, 'Zn': 16, 'H': 1}"
random212345,"{'Ga': 32, 'Ni': 16, 'Sc': 16, 'H': 1}"
random806616,"{'Bi': 8, 'K': 16, 'Rb': 8, 'H': 1}"
random1056017,"{'Rb': 24, 'Sn': 32, 'Au': 8, 'H': 1}"
random1079467,"{'Hf': 16, 'Ni': 42, 'H': 1}"
random1608699,"{'Mn': 96, 'As': 72, 'H': 1}"
random1010348,"{'Co': 12, 'Ni': 12, 'S': 48, 'H': 1}"
random613511,"{'Si': 72, 'H': 1}"
random431651,"{'Cd': 8, 'Na': 24, 'H': 1}"
random1264713,"{'Sc': 16, 'Si': 16, 'Pt': 24, 'H': 1}"
random2331500,"{'Hf': 48, 'H': 1}"
random2095705,"{'Ir': 24, 'Si': 48, 'H': 1}"
random748585,"{'Co': 108, 'P': 54, 'H': 1}"
random2196356,"{'V': 24, 'Ge': 48, 'H': 1}"
random1862902,"{'Mn': 36, 'Sb': 36, 'H': 1}"
random2252503,"{'Y': 18, 'Ni': 72, 'P': 36, 'H': 1}"
random1467336,"{'Se': 36, 'Zr': 36, 'H': 1}"
random863352,"{'V': 40, 'Tc': 40, 'H': 1}"
random1476563,"{'Tl': 96, 'S': 96, 'H': 1}"
random251737,"{'Mo': 9, 'Pt': 27, 'H': 1}"
random1964196,"{'N': 39, 'Nb': 48, 'H': 1}"
random731255,"{'Sc': 48, 'Bi': 16, 'H': 1}"
random125894,"{'Ag': 12, 'Al': 36, 'Hf': 24, 'H': 1}"
random1732296,"{'Al': 16, 'Cu': 48, 'H': 1}"
random1149064,"{'In': 32, 'Se': 32, 'H': 1}"
random1940794,"{'Fe': 28, 'Ni': 20, 'P': 16, 'H': 1}"
random1581662,"{'Y': 24, 'S': 36, 'H': 1}"
random2394246,"{'Ta': 9, 'In': 9, 'Se': 18, 'H': 1}"
random614889,"{'Ca': 20, 'Zn': 20, 'Si': 20, 'H': 1}"
random2048457,"{'Y': 24, 'Sn': 24, 'Ge': 24, 'H': 1}"
random1272214,"{'Fe': 48, 'N': 16, 'H': 1}"
random1951368,"{'Ga': 16, 'Ir': 16, 'Sc': 32, 'H': 1}"
random2325389,"{'Zn': 16, 'Si': 16, 'As': 32, 'H': 1}"
random1967657,"{'Al': 64, 'Si': 32, 'Mo': 48, 'H': 1}"
random577720,"{'Te': 24, 'H': 1}"
random2192190,"{'Ge': 72, 'Rh': 48, 'Se': 72, 'H': 1}"
random2392249,"{'Ta': 18, 'Te': 36, 'H': 1}"
random1788956,"{'As': 28, 'Rh': 48, 'H': 1}"
random39993,"{'Os': 16, 'Rh': 16, 'Sc': 32, 'H': 1}"
random2301857,"{'S': 32, 'Tl': 32, 'H': 1}"
random151599,"{'In': 16, 'Cl': 16, 'H': 1}"
random1328833,"{'P': 36, 'Rh': 72, 'H': 1}"
random2272797,"{'Rb': 24, 'Zr': 12, 'Te': 36, 'H': 1}"
random604561,"{'Zr': 48, 'Au': 16, 'H': 1}"
random987530,"{'As': 12, 'Pt': 12, 'Sr': 12, 'H': 1}"
random2057668,"{'Fe': 24, 'P': 96, 'H': 1}"
random1930178,"{'Ti': 18, 'Zn': 54, 'H': 1}"
random1746933,"{'Sr': 32, 'Ga': 8, 'Sn': 24, 'H': 1}"
random1984389,"{'Hf': 16, 'Co': 56, 'H': 1}"
random518396,"{'Nb': 18, 'Pd': 36, 'H': 1}"
random2299649,"{'Ga': 6, 'Mo': 24, 'Se': 48, 'H': 1}"
random1659408,"{'Sr': 32, 'Zn': 32, 'H': 1}"
random974919,"{'Ta': 18, 'S': 36, 'H': 1}"
random2128954,"{'Tl': 12, 'Hg': 12, 'H': 1}"
random1502031,"{'Ga': 48, 'Nb': 16, 'H': 1}"
random1901846,"{'Pb': 16, 'Sc': 48, 'H': 1}"
random1313344,"{'Mo': 18, 'Ti': 18, 'H': 1}"
random1571278,"{'Cr': 64, 'H': 1}"
random586812,"{'Hf': 64, 'Ag': 32, 'H': 1}"
random1522598,"{'W': 80, 'H': 1}"
random843006,"{'Co': 48, 'Si': 24, 'H': 1}"
random2273511,"{'Sc': 30, 'Al': 10, 'H': 1}"
random2477509,"{'Ir': 48, 'W': 16, 'H': 1}"
random2317925,"{'Al': 72, 'W': 18, 'H': 1}"
random548108,"{'Co': 60, 'W': 20, 'H': 1}"
random2200014,"{'Si': 36, 'W': 18, 'H': 1}"
random1745537,"{'Ta': 24, 'Te': 36, 'H': 1}"
random1480077,"{'Al': 24, 'Ni': 6, 'Y': 6, 'H': 1}"
random2487914,"{'Si': 32, 'Ti': 96, 'H': 1}"
random627257,"{'Sc': 16, 'In': 32, 'H': 1}"
random2057277,"{'Na': 24, 'H': 1}"
random2179495,"{'Au': 32, 'Y': 16, 'H': 1}"
random1093945,"{'Ta': 36, 'As': 36, 'H': 1}"
random1864412,"{'Y': 32, 'Zn': 16, 'S': 64, 'H': 1}"
random1657174,"{'Fe': 24, 'Ta': 28, 'H': 1}"
random1162801,"{'Ga': 16, 'Cl': 32, 'H': 1}"
random2349149,"{'As': 40, 'Si': 20, 'Sr': 30, 'H': 1}"
random847791,"{'Ti': 36, 'Sn': 12, 'H': 1}"
random1945857,"{'Ti': 48, 'Tl': 16, 'N': 16, 'H': 1}"
random1765748,"{'Co': 16, 'Cr': 16, 'Zr': 16, 'H': 1}"
random1848701,"{'Ca': 36, 'Zn': 12, 'H': 1}"
random944038,"{'Sr': 8, 'In': 24, 'H': 1}"
random2233327,"{'Zr': 24, 'Co': 12, 'Mo': 36, 'H': 1}"
random2284538,"{'Ti': 50, 'Mn': 10, 'Sn': 30, 'H': 1}"
random676043,"{'Ga': 48, 'Nb': 16, 'H': 1}"
random1520132,"{'Hf': 6, 'Au': 54, 'H': 1}"
random1782417,"{'H': 25, 'Ni': 24, 'Zr': 24}"
random348452,"{'Cu': 8, 'Sn': 8, 'Pd': 16, 'H': 1}"
random2222126,"{'P': 32, 'Os': 16, 'H': 1}"
random1798788,"{'Rb': 8, 'H': 1}"
random113662,"{'Hf': 48, 'Zn': 24, 'H': 1}"
random1986005,"{'Ga': 198, 'H': 1}"
random2076690,"{'Ga': 48, 'Ru': 24, 'H': 1}"
random988864,"{'In': 24, 'Se': 24, 'H': 1}"
random1032292,"{'Cs': 10, 'Te': 10, 'Au': 10, 'H': 1}"
random1334049,"{'H': 65, 'Rb': 32, 'Zn': 16}"
random719430,"{'Cu': 60, 'Pd': 20, 'H': 1}"
random1886540,"{'Mn': 80, 'H': 1}"
random640424,"{'Al': 48, 'Ti': 16, 'H': 1}"
random836643,"{'Ga': 48, 'Ru': 16, 'H': 1}"
random434464,"{'Na': 24, 'Se': 24, 'H': 1}"
random1405902,"{'In': 42, 'Te': 60, 'H': 1}"
random1613319,"{'Y': 32, 'Pt': 32, 'H': 1}"
random646840,"{'Tl': 32, 'Pt': 48, 'H': 1}"
random2031328,"{'Pb': 24, 'H': 1}"
random102588,"{'Re': 24, 'Ti': 48, 'Zn': 24, 'H': 1}"
random1855894,"{'Na': 40, 'Pt': 80, 'H': 1}"
random1524049,"{'Al': 24, 'P': 24, 'H': 1}"
random1923101,"{'Hf': 8, 'Cu': 24, 'H': 1}"
random1089832,"{'Ga': 64, 'Ru': 32, 'H': 1}"
random2048719,"{'Sr': 24, 'Zn': 48, 'H': 1}"
random181934,"{'Mo': 48, 'Ti': 24, 'H': 1}"
random688718,"{'Rb': 8, 'P': 88, 'H': 1}"
random1638815,"{'Hf': 36, 'As': 36, 'H': 1}"
random1717804,"{'Mn': 32, 'P': 128, 'H': 1}"
random2219466,"{'Y': 10, 'Ni': 40, 'P': 20, 'H': 1}"
random2273929,"{'Sr': 32, 'Sn': 8, 'N': 32, 'H': 1}"
random2091653,"{'Ga': 16, 'Hf': 16, 'Rh': 32, 'H': 1}"
random1331385,"{'Ga': 96, 'H': 1}"
random1218999,"{'In': 48, 'Ru': 16, 'H': 1}"
random13693,"{'Ge': 18, 'Te': 18, 'H': 1}"
random2213933,"{'Hf': 24, 'Sc': 8, 'H': 1}"
random1667775,"{'Rb': 12, 'Au': 60, 'H': 1}"
random586745,"{'Pb': 18, 'Tl': 18, 'H': 1}"
random1686184,"{'Ti': 18, 'Co': 54, 'H': 1}"
random1537938,"{'Sc': 24, 'Ga': 48, 'H': 1}"
random1817668,"{'P': 32, 'S': 48, 'H': 1}"
random1918785,"{'Ir': 12, 'Tc': 12, 'Ti': 24, 'H': 1}"
random1753726,"{'S': 24, 'Ti': 12, 'H': 1}"
random1242425,"{'Cr': 64, 'As': 32, 'H': 1}"
random1829574,"{'Fe': 48, 'Si': 24, 'H': 1}"
random1324545,"{'Te': 36, 'Rh': 6, 'Cl': 18, 'H': 1}"
random2275425,"{'Sr': 32, 'Zn': 16, 'N': 32, 'H': 1}"
random1982837,"{'Ga': 56, 'V': 48, 'H': 1}"
random563594,"{'Sb': 8, 'Cl': 24, 'H': 1}"
random90450,"{'Fe': 16, 'V': 48, 'H': 1}"
random1973483,"{'K': 4, 'P': 60, 'H': 1}"
random550203,"{'Zr': 32, 'As': 32, 'H': 1}"
random1793663,"{'P': 9, 'Te': 18, 'Zr': 18, 'H': 1}"
random1522203,"{'Nb': 48, 'Sb': 16, 'H': 1}"
random2435639,"{'Fe': 10, 'Sb': 20, 'H': 1}"
random1972357,"{'As': 24, 'Sc': 24, 'H': 1}"
random1297287,"{'Sr': 8, 'Al': 16, 'H': 1}"
random989382,"{'P': 12, 'Pd': 72, 'H': 1}"
random731195,"{'Al': 112, 'Fe': 16, 'Cu': 32, 'H': 1}"
random1117633,"{'Bi': 16, 'Te': 16, 'Pd': 16, 'H': 1}"
random2369510,"{'Rb': 32, 'Bi': 32, 'H': 1}"
random438534,"{'Ta': 36, 'Ru': 36, 'H': 1}"
random551935,"{'Co': 24, 'As': 48, 'H': 1}"
random2336294,"{'Nb': 24, 'Rh': 24, 'H': 1}"
random1359667,"{'Hf': 32, 'Ni': 32, 'Sn': 16, 'H': 1}"
random1987413,"{'Ge': 72, 'Pd': 12, 'Y': 24, 'H': 1}"
random1679337,"{'Hg': 24, 'S': 24, 'H': 1}"
random1825743,"{'As': 36, 'Sr': 12, 'H': 1}"
random676681,"{'S': 64, 'Ti': 40, 'H': 1}"
random1931376,"{'Fe': 6, 'Mn': 6, 'Pd': 36, 'H': 1}"
random1063470,"{'Pd': 32, 'Ti': 16, 'H': 1}"
random920043,"{'Al': 20, 'Ge': 20, 'Ni': 20, 'H': 1}"
random1071820,"{'Ca': 8, 'Tl': 24, 'H': 1}"
random1990417,"{'Co': 24, 'P': 48, 'H': 1}"
random1841599,"{'Cu': 18, 'S': 36, 'Ti': 18, 'H': 1}"
random766418,"{'In': 54, 'Hg': 54, 'H': 1}"
random1150513,"{'Ti': 40, 'Sn': 24, 'H': 1}"
random1499982,"{'Zr': 32, 'Zn': 96, 'H': 1}"
random1028445,"{'Hf': 18, 'Ir': 18, 'H': 1}"
random1735840,"{'Ti': 36, 'Hg': 12, 'H': 1}"
random1094926,"{'K': 12, 'H': 1}"
random1326510,"{'Y': 16, 'Cd': 48, 'H': 1}"
random1708425,"{'Ni': 20, 'Pt': 20, 'Sc': 40, 'H': 1}"
random1161663,"{'Sn': 16, 'Ti': 48, 'H': 1}"
random716692,"{'Sc': 40, 'Sn': 24, 'H': 1}"
random33501,"{'Sc': 16, 'In': 48, 'H': 1}"
random1758920,"{'Cl': 12, 'Cs': 6, 'Sb': 2, 'H': 1}"
random2297680,"{'N': 36, 'Na': 18, 'Ta': 18, 'H': 1}"
random1821350,"{'H': 13, 'Si': 36}"
random1612117,"{'Zr': 4, 'Co': 24, 'Ge': 24, 'H': 1}"
random2374307,"{'Ge': 32, 'H': 1}"
random1668903,"{'Nb': 12, 'Si': 6, 'Te': 24, 'H': 1}"
random670578,"{'Bi': 36, 'Se': 36, 'H': 1}"
random1060531,"{'Si': 12, 'Tc': 24, 'V': 12, 'H': 1}"
random1400005,"{'Y': 8, 'Sn': 8, 'Au': 8, 'H': 1}"
random42308,"{'Ca': 32, 'In': 12, 'H': 1}"
random593110,"{'Bi': 64, 'Pd': 32, 'H': 1}"
random1026994,"{'Hf': 24, 'Sn': 8, 'H': 1}"
random970839,"{'Re': 24, 'P': 72, 'H': 1}"
random492047,"{'In': 16, 'Te': 16, 'H': 1}"
random693834,"{'Ga': 16, 'Mn': 8, 'S': 32, 'H': 1}"
random69895,"{'Ta': 18, 'Pd': 54, 'H': 1}"
random1086366,"{'Ca': 24, 'Ga': 24, 'Sn': 24, 'H': 1}"
random2171860,"{'Au': 60, 'Sn': 12, 'H': 1}"
random1028683,"{'Na': 174, 'H': 1}"
random1383352,"{'Sc': 36, 'Cu': 48, 'Si': 48, 'H': 1}"
random1366468,"{'Ca': 40, 'Cu': 8, 'Pb': 24, 'H': 1}"
random1765133,"{'Fe': 40, 'Si': 20, 'P': 20, 'H': 1}"
random1144526,"{'Zn': 18, 'Cu': 54, 'H': 1}"
random1188487,"{'Au': 12, 'Na': 36, 'H': 1}"
random290819,"{'Pb': 8, 'Sb': 16, 'Te': 32, 'H': 1}"
random620161,"{'V': 48, 'Si': 96, 'H': 1}"
random1978590,"{'Ti': 48, 'In': 16, 'H': 1}"
random835769,"{'Ni': 36, 'Sn': 24, 'S': 24, 'H': 1}"
random2146534,"{'Pb': 24, 'Sr': 16, 'H': 1}"
random999654,"{'Sb': 16, 'Y': 16, 'Zr': 16, 'H': 1}"
random1867459,"{'Sc': 32, 'Pt': 16, 'H': 1}"
random382925,"{'As': 36, 'H': 1}"
random342795,"{'Fe': 16, 'Tc': 16, 'Ti': 32, 'H': 1}"
random2254733,"{'Y': 16, 'Te': 48, 'H': 1}"
random966482,"{'Se': 24, 'Zr': 12, 'H': 1}"
random2063027,"{'Sb': 24, 'H': 1}"
random1884276,"{'Rb': 12, 'H': 1}"
random1431776,"{'Tc': 48, 'Ru': 16, 'H': 1}"
random1830660,"{'Ca': 16, 'Sb': 32, 'H': 1}"
random1570807,"{'Zn': 64, 'S': 64, 'H': 1}"
random1338923,"{'Cs': 24, 'In': 36, 'H': 1}"
random2002515,"{'Si': 60, 'Rh': 48, 'H': 1}"
random1440417,"{'K': 12, 'Fe': 24, 'As': 24, 'H': 1}"
random517310,"{'Ca': 16, 'Hg': 8, 'H': 1}"
random1581819,"{'Ga': 16, 'Hg': 8, 'Se': 32, 'H': 1}"
random1500289,"{'Hf': 48, 'Hg': 24, 'H': 1}"
random1019019,"{'Al': 16, 'Fe': 16, 'Zr': 16, 'H': 1}"
random1813332,"{'Y': 18, 'In': 18, 'H': 1}"
random1344249,"{'Nb': 90, 'Se': 36, 'S': 36, 'H': 1}"
random1674061,"{'Ca': 48, 'Mn': 32, 'N': 64, 'H': 1}"
random988815,"{'As': 8, 'S': 48, 'Sb': 24, 'H': 1}"
random1330985,"{'Ga': 112, 'Ni': 48, 'H': 1}"
random181838,"{'Ti': 36, 'In': 12, 'H': 1}"
random2385703,"{'Al': 24, 'Ag': 24, 'S': 48, 'H': 1}"
random1533806,"{'Bi': 24, 'Rb': 36, 'H': 1}"
random1830982,"{'In': 16, 'Au': 48, 'H': 1}"
random1834854,"{'Hf': 8, 'Al': 24, 'H': 1}"
random1831179,"{'Zr': 36, 'Mn': 36, 'Si': 72, 'H': 1}"
random519769,"{'Sn': 16, 'Rh': 48, 'H': 1}"
random2105542,"{'Pt': 16, 'Sc': 32, 'Zn': 16, 'H': 1}"
random1790240,"{'P': 16, 'S': 48, 'Sn': 16, 'H': 1}"
random1620111,"{'Ge': 144, 'Ir': 36, 'H': 1}"
random274958,"{'Sn': 12, 'S': 12, 'H': 1}"
random1034216,"{'Zn': 20, 'Ag': 60, 'H': 1}"
random1873467,"{'Cu': 96, 'Pd': 24, 'H': 1}"
random475485,"{'N': 32, 'Sr': 16, 'H': 1}"
random868972,"{'Sb': 8, 'Tl': 24, 'H': 1}"
random1571270,"{'Cs': 12, 'P': 84, 'H': 1}"
random1888128,"{'Hg': 12, 'Se': 6, 'Te': 6, 'H': 1}"
random1116558,"{'Al': 90, 'Cr': 14, 'H': 1}"
random1992170,"{'Cs': 16, 'P': 32, 'Ru': 32, 'H': 1}"
random2073043,"{'Ca': 16, 'Sn': 40, 'Pt': 24, 'H': 1}"
random515810,"{'Ga': 36, 'Se': 36, 'H': 1}"
random241038,"{'In': 24, 'Se': 24, 'H': 1}"
random611559,"{'Zr': 36, 'Rh': 36, 'H': 1}"
random945169,"{'Bi': 8, 'Te': 12, 'H': 1}"
random2479439,"{'Ge': 32, 'Te': 32, 'H': 1}"
random775104,"{'Tl': 126, 'Sb': 36, 'H': 1}"
random2242763,"{'In': 48, 'Rb': 12, 'H': 1}"
random1847480,"{'Si': 8, 'Ni': 24, 'W': 16, 'H': 1}"
random1111425,"{'Au': 32, 'Ca': 24, 'H': 1}"
random2040928,"{'Nb': 96, 'C': 48, 'S': 48, 'H': 1}"
random2324949,"{'Si': 27, 'Os': 27, 'H': 1}"
random810243,"{'Ca': 3, 'Al': 27, 'Co': 6, 'H': 1}"
random2427920,"{'Pt': 36, 'W': 12, 'H': 1}"
random1866105,"{'In': 12, 'Sn': 12, 'Te': 24, 'H': 1}"
random908226,"{'Al': 32, 'Pt': 96, 'H': 1}"
random1183517,"{'Ca': 24, 'Fe': 48, 'Si': 48, 'H': 1}"
random1388646,"{'Al': 8, 'Si': 16, 'Y': 16, 'H': 1}"
random359134,"{'K': 8, 'Pb': 24, 'H': 1}"
random840654,"{'Ga': 132, 'H': 1}"
random1257669,"{'Hf': 6, 'Al': 48, 'Fe': 24, 'H': 1}"
random2238925,"{'Hg': 16, 'Sc': 48, 'H': 1}"
random1896045,"{'Mo': 48, 'Ti': 24, 'H': 1}"
random1547676,"{'C': 96, 'K': 12, 'H': 1}"
random793244,"{'Ag': 16, 'Ge': 8, 'Se': 24, 'H': 1}"
random869477,"{'Zr': 40, 'Re': 20, 'H': 1}"
random1513764,"{'V': 20, 'W': 60, 'H': 1}"
random1454737,"{'Zr': 30, 'Co': 5, 'Sn': 10, 'H': 1}"
random1768442,"{'Te': 48, 'Ir': 18, 'H': 1}"
random2121489,"{'Ir': 30, 'Te': 60, 'H': 1}"
random1692768,"{'Cs': 12, 'H': 13}"
random2038422,"{'In': 8, 'P': 12, 'Se': 36, 'H': 1}"
random1205328,"{'Ag': 8, 'Te': 80, 'Au': 32, 'H': 1}"
random487443,"{'Sc': 24, 'Cd': 8, 'H': 1}"
random2451216,"{'Cr': 24, 'P': 48, 'H': 1}"
random1714981,"{'Ti': 100, 'Sb': 60, 'H': 1}"
random2119733,"{'Ge': 36, 'V': 18, 'H': 1}"
random1078769,"{'Cl': 16, 'H': 17}"
random1763946,"{'Ti': 16, 'Au': 48, 'H': 1}"
random1371682,"{'Ti': 18, 'Al': 18, 'Co': 36, 'H': 1}"
random859778,"{'Au': 12, 'Cl': 48, 'Cs': 12, 'H': 1}"
random1417859,"{'Sc': 16, 'Cd': 48, 'H': 1}"
random1387833,"{'Ca': 36, 'N': 18, 'H': 1}"
random731201,"{'N': 24, 'V': 32, 'H': 1}"
random1115125,"{'Te': 48, 'Pt': 48, 'H': 1}"
random165990,"{'Ti': 18, 'Hg': 18, 'H': 1}"
random2217791,"{'Cr': 40, 'Se': 64, 'H': 1}"
random2386742,"{'Ti': 72, 'Ir': 24, 'H': 1}"
random1096319,"{'Sb': 32, 'Rh': 64, 'H': 1}"
random1313926,"{'In': 81, 'H': 1}"
random1048164,"{'Au': 24, 'Sn': 9, 'Sr': 9, 'H': 1}"
random2058723,"{'Pb': 12, 'S': 12, 'H': 1}"
random1518060,"{'Pt': 20, 'Rh': 20, 'Sc': 40, 'H': 1}"
random1297351,"{'In': 48, 'Rh': 16, 'H': 1}"
random2048016,"{'Cr': 12, 'S': 24, 'H': 1}"
random1571312,"{'Ag': 18, 'In': 18, 'S': 36, 'H': 1}"
random1558655,"{'Al': 48, 'Tc': 16, 'H': 1}"
random2130429,"{'Ti': 16, 'Cl': 48, 'H': 1}"
random1916723,"{'Ca': 8, 'P': 28, 'Ir': 48, 'H': 1}"
random890179,"{'Ca': 64, 'In': 24, 'H': 1}"
random182120,"{'Sb': 16, 'Ru': 16, 'S': 16, 'H': 1}"
random512597,"{'Te': 40, 'Mo': 20, 'Ru': 10, 'H': 1}"
random1974945,"{'Ni': 16, 'S': 32, 'H': 1}"
random1823722,"{'Al': 32, 'Ir': 16, 'Ru': 16, 'H': 1}"
random2243399,"{'Al': 48, 'Pd': 24, 'H': 1}"
random1497506,"{'Hf': 24, 'Pb': 8, 'H': 1}"
random550508,"{'Te': 36, 'Ti': 27, 'H': 1}"
random1037066,"{'V': 36, 'Pt': 36, 'H': 1}"
random1326955,"{'Cs': 12, 'Cu': 12, 'S': 48, 'H': 1}"
random3283,"{'Ca': 24, 'In': 48, 'H': 1}"
random529726,"{'In': 32, 'Ni': 16, 'Y': 16, 'H': 1}"
random768229,"{'Al': 16, 'Rh': 48, 'H': 1}"
random1651906,"{'Ta': 48, 'H': 25}"
random1245906,"{'Ca': 27, 'N': 18, 'H': 1}"
random1568837,"{'Cd': 32, 'P': 48, 'Cl': 16, 'H': 1}"
random699325,"{'Y': 36, 'In': 12, 'H': 1}"
random1186918,"{'Ta': 16, 'V': 32, 'H': 1}"
random1376245,"{'Cd': 40, 'Na': 20, 'Pt': 20, 'H': 1}"
random2247574,"{'Te': 16, 'Y': 16, 'H': 1}"
random784160,"{'S': 96, 'Ta': 60, 'H': 1}"
random1477935,"{'Nb': 18, 'Ir': 18, 'H': 1}"
random815471,"{'Zr': 48, 'Rh': 48, 'H': 1}"
random1286630,"{'Sn': 40, 'S': 32, 'Cl': 16, 'H': 1}"
random855642,"{'Ti': 24, 'Al': 48, 'H': 1}"
random2038739,"{'Ag': 32, 'S': 16, 'H': 1}"
random1878880,"{'Ta': 16, 'Ir': 48, 'H': 1}"
